empirical_mean_y0,empirical_mean_y5,empirical_mean_y10,empirical_mean_y20,simulated_mean_y0,simulated_mean_y5,simulated_mean_y10,simulated_mean_y20,empirical_median_y0,empirical_median_y5,empirical_median_y10,empirical_median_y20,simulated_median_y0,simulated_median_y5,simulated_median_y10,simulated_median_y20,empirical_frac_zero_y0,empirical_frac_zero_y5,empirical_frac_zero_y10,empirical_frac_zero_y20,simulated_frac_zero_y0,simulated_frac_zero_y5,simulated_frac_zero_y10,simulated_frac_zero_y20,dropout_gamma_log1p_q,dropout_nll,restart_rho_zero_run_excess,restart_duration_nll,p_init_active,gamma_q0_shape,gamma_q0_scale,gamma_q0_rate,alpha_restart,lambda_restart,restart_n,tgrw_threshold_quantile,tgrw_kappa,tgrw_global_sigma_resid,simulated_y20_q95,simulated_y20_q99,simulated_y20_max,ks_year_max_stat,ks_year_max_p,ks_cum_y5_stat,ks_cum_y5_p,ks_zero_count_stat,ks_zero_count_p
4.3046789420568725,7.7293193247281256,6.428625690650365,5.797863158935677,4.319175644649354,8.44133773816844,6.727347439733567,5.913374236349788,3.2254690051933212,6.352936743250421,4.6144047052993615,3.694654372707577,3.599285901655728,5.303243636567885,3.9117989832349696,3.414767913910902,0.2097631706138231,0.1137461572244181,0.14608512874408827,0.18181818181818182,0.20858,0.13666,0.17106,0.19734,1.1885530696134916,8604.20160042513,0.2992232754767833,3479.3443380197377,0.7902368293861769,2.15167023161791,2.531674038263246,0.3949955582299252,4.299784306131943,0.23256980555371004,3061,0.5,0.4963529124351974,0.6835249058227,20.54418801931991,37.28738879888499,177.76299811930716,0.09394492753623185,1.1084897350036502e-05,0.08796840579710147,4.9174567526785136e-05,0.17251565217391307,3.418702142462268e-18
