cutoffs,nll_mode,nll_mode_fixed,n,min_n,num_cutoffs,k_varying,k_fixed,aic_varying,aic_fixed,bic_varying,bic_fixed
"(4, 7, 13)",80746.05268589006,80951.65784029858,"[8015, 5625, 8923, 5965]",5625,3,12,8,80758.05268589006,80959.65784029858,80750.21156897342,80954.43042902081
"(4, 7, 11)",80746.37107662189,80947.78093342327,"[8015, 5625, 6355, 8533]",5625,3,12,8,80758.37107662189,80955.78093342327,80750.52995970525,80950.5535221455
"(4, 7, 12)",80746.79961378872,80948.99236239505,"[8015, 5625, 7695, 7193]",5625,3,12,8,80758.79961378872,80956.99236239505,80750.95849687209,80951.76495111728
"(4, 7, 15)",80747.32505719778,80951.59403787901,"[8015, 5625, 11033, 3855]",3855,3,12,8,80759.32505719778,80959.59403787901,80751.48394028115,80954.36662660124
"(4, 7, 10)",80747.42099496024,80945.73185096055,"[8015, 5625, 4909, 9979]",4909,3,12,8,80759.42099496024,80953.73185096055,80751.5798780436,80948.50443968279
"(4, 5, 10)",80748.10660153083,80946.39280320442,"[8015, 1945, 8589, 9979]",1945,3,12,8,80760.10660153083,80954.39280320442,80752.2654846142,80949.16539192665
"(4, 6, 11)",80748.23540381732,80949.63473153197,"[8015, 3827, 8153, 8533]",3827,3,12,8,80760.23540381732,80957.63473153197,80752.39428690069,80952.4073202542
"(4, 6, 10)",80748.26342449841,80946.52628727106,"[8015, 3827, 6707, 9979]",3827,3,12,8,80760.26342449841,80954.52628727106,80752.42230758177,80949.29887599329
"(4, 10, 18)",80748.30973932131,80952.59585132709,"[8015, 10534, 8638, 1341]",1341,3,12,8,80760.30973932131,80960.59585132709,80752.46862240467,80955.36844004932
"(4, 7, 14)",80748.57218908466,80953.41703617305,"[8015, 5625, 10027, 4861]",4861,3,12,8,80760.57218908466,80961.41703617305,80752.73107216803,80956.18962489528
"(4, 7, 18)",80748.59049254382,80953.26514196239,"[8015, 5625, 13547, 1341]",1341,3,12,8,80760.59049254382,80961.26514196239,80752.74937562719,80956.03773068462
"(4, 10, 13)",80748.59488825631,80953.8838627634,"[8015, 10534, 4014, 5965]",4014,3,12,8,80760.59488825631,80961.8838627634,80752.75377133967,80956.65645148563
"(4, 5, 11)",80748.99052592769,80950.45322899736,"[8015, 1945, 10035, 8533]",1945,3,12,8,80760.99052592769,80958.45322899736,80753.14940901105,80953.22581771959
"(4, 10, 15)",80749.02496848385,80952.96180723501,"[8015, 10534, 6124, 3855]",3855,3,12,8,80761.02496848385,80960.96180723501,80753.18385156721,80955.73439595725
"(4, 8, 13)",80749.20405638448,80954.36628177106,"[8015, 7350, 7198, 5965]",5965,3,12,8,80761.20405638448,80962.36628177106,80753.36293946784,80957.13887049329
"(4, 10, 14)",80749.45520527329,80953.93240060988,"[8015, 10534, 5118, 4861]",4861,3,12,8,80761.45520527329,80961.93240060988,80753.61408835665,80956.70498933211
"(4, 7, 16)",80749.48782897252,80952.94630838942,"[8015, 5625, 11944, 2944]",2944,3,12,8,80761.48782897252,80960.94630838942,80753.64671205588,80955.71889711166
"(4, 6, 12)",80749.6130321798,80951.82939781879,"[8015, 3827, 9493, 7193]",3827,3,12,8,80761.6130321798,80959.82939781879,80753.77191526316,80954.60198654102
"(4, 9, 13)",80749.74322198852,80955.16098322326,"[8015, 8983, 5565, 5965]",5565,3,12,8,80761.74322198852,80963.16098322326,80753.90210507189,80957.9335719455
"(4, 7, 9)",80749.8019860858,80950.79623257637,"[8015, 5625, 3358, 11530]",3358,3,12,8,80761.8019860858,80958.79623257637,80753.96086916917,80953.5688212986
"(4, 5, 9)",80749.94889509321,80950.98450234203,"[8015, 1945, 7038, 11530]",1945,3,12,8,80761.94889509321,80958.98450234203,80754.10777817658,80953.75709106427
"(4, 6, 13)",80749.95354372225,80955.65551339589,"[8015, 3827, 10721, 5965]",3827,3,12,8,80761.95354372225,80963.65551339589,80754.11242680562,80958.42810211812
"(4, 10, 16)",80750.02126379727,80953.19081474541,"[8015, 10534, 7035, 2944]",2944,3,12,8,80762.02126379727,80961.19081474541,80754.18014688064,80955.96340346764
"(4, 9, 18)",80750.13234475502,80954.65321120332,"[8015, 8983, 10189, 1341]",1341,3,12,8,80762.13234475502,80962.65321120332,80754.29122783839,80957.42579992555
"(4, 8, 15)",80750.17732787704,80953.93639947315,"[8015, 7350, 9308, 3855]",3855,3,12,8,80762.17732787704,80961.93639947315,80754.3362109604,80956.70898819539
"(4, 9, 15)",80750.20672408171,80954.36212315377,"[8015, 8983, 7675, 3855]",3855,3,12,8,80762.20672408171,80962.36212315377,80754.36560716508,80957.134711876
"(1, 4, 10)",80750.24575005457,80947.79718511357,"[1967, 6048, 10534, 9979]",1967,3,12,8,80762.24575005457,80955.79718511357,80754.40463313794,80950.5697738358
"(4, 8, 11)",80750.25344282054,80951.29665830467,"[8015, 7350, 4630, 8533]",4630,3,12,8,80762.25344282054,80959.29665830467,80754.4123259039,80954.0692470269
"(4, 8, 12)",80750.4257008128,80952.21027812937,"[8015, 7350, 5970, 7193]",5970,3,12,8,80762.4257008128,80960.21027812937,80754.58458389617,80954.9828668516
"(4, 6, 9)",80750.4456794046,80951.43273881791,"[8015, 3827, 5156, 11530]",3827,3,12,8,80762.4456794046,80959.43273881791,80754.60456248796,80954.20532754014
"(4, 10, 17)",80750.52882654234,80953.61509778688,"[8015, 10534, 7870, 2109]",2109,3,12,8,80762.52882654234,80961.61509778688,80754.68770962571,80956.38768650912
"(4, 8, 18)",80750.83299771603,80954.93589078684,"[8015, 7350, 11822, 1341]",1341,3,12,8,80762.83299771603,80962.93589078684,80754.9918807994,80957.70847950908
"(4, 10, 19)",80751.06452178812,80953.52676326188,"[8015, 10534, 9339, 640]",640,3,12,8,80763.06452178812,80961.52676326188,80755.22340487149,80956.29935198411
"(1, 4, 9)",80751.09293568978,80951.43134532511,"[1967, 6048, 8983, 11530]",1967,3,12,8,80763.09293568978,80959.43134532511,80755.25181877315,80954.20393404734
"(4, 7, 17)",80751.13426696697,80954.56056566395,"[8015, 5625, 12779, 2109]",2109,3,12,8,80763.13426696697,80962.56056566395,80755.29315005033,80957.33315438619
"(2, 4, 10)",80751.18368653825,80954.71856728377,"[3972, 4043, 10534, 9979]",3972,3,12,8,80763.18368653825,80962.71856728377,80755.34256962161,80957.491156006
"(4, 9, 14)",80751.1960032076,80955.88487500841,"[8015, 8983, 6669, 4861]",4861,3,12,8,80763.1960032076,80963.88487500841,80755.35488629097,80958.65746373065
"(4, 5, 12)",80751.2804975639,80953.57376569432,"[8015, 1945, 11375, 7193]",1945,3,12,8,80763.2804975639,80961.57376569432,80755.43938064727,80956.34635441656
"(4, 8, 14)",80751.31793762396,80955.67650816783,"[8015, 7350, 8302, 4861]",4861,3,12,8,80763.31793762396,80963.67650816783,80755.47682070732,80958.44909689006
"(4, 10, 12)",80751.36469538978,80953.30489101313,"[8015, 10534, 2786, 7193]",2786,3,12,8,80763.36469538978,80961.30489101313,80755.52357847315,80956.07747973537
"(4, 8, 10)",80751.43122915993,80949.42845460866,"[8015, 7350, 3184, 9979]",3184,3,12,8,80763.43122915993,80957.42845460866,80755.5901122433,80952.20104333089
"(4, 9, 12)",80751.5420447631,80953.65497820833,"[8015, 8983, 4337, 7193]",4337,3,12,8,80763.5420447631,80961.65497820833,80755.70092784647,80956.42756693056
"(4, 9, 16)",80751.63175316076,80955.00507292,"[8015, 8983, 8586, 2944]",2944,3,12,8,80763.63175316076,80963.00507292,80755.79063624413,80957.77766164223
"(4, 9, 10)",80751.8553506302,80951.89697559865,"[8015, 8983, 1551, 9979]",1551,3,12,8,80763.8553506302,80959.89697559865,80756.01423371356,80954.66956432088
"(4, 9, 11)",80751.86219097688,80953.22703416608,"[8015, 8983, 2997, 8533]",2997,3,12,8,80763.86219097688,80961.22703416608,80756.02107406025,80955.99962288831
"(4, 10)",80754.93129232843,80953.10011339045,"[8015, 10534, 9979]",8015,2,9,6,80763.93129232843,80959.10011339045,80758.05045464095,80955.17955493213
"(4, 8, 16)",80752.00650786894,80954.97093160843,"[8015, 7350, 10219, 2944]",2944,3,12,8,80764.00650786894,80962.97093160843,80756.1653909523,80957.74352033067
"(2, 4, 9)",80752.03087217346,80958.35272749531,"[3972, 4043, 8983, 11530]",3972,3,12,8,80764.03087217346,80966.35272749531,80756.18975525683,80961.12531621754
"(4, 6, 15)",80752.24844917217,80956.56759084499,"[8015, 3827, 12831, 3855]",3827,3,12,8,80764.24844917217,80964.56759084499,80756.40733225553,80959.34017956723
"(4, 10, 11)",80752.28843141567,80953.51192686665,"[8015, 10534, 1446, 8533]",1446,3,12,8,80764.28843141567,80961.51192686665,80756.44731449903,80956.28451558888
"(4, 9, 17)",80752.54623436274,80955.88107572014,"[8015, 8983, 9421, 2109]",2109,3,12,8,80764.54623436274,80963.88107572014,80756.70511744611,80958.65366444238
"(1, 4, 7)",80752.5703747136,80950.33209020777,"[1967, 6048, 5625, 14888]",1967,3,12,8,80764.5703747136,80958.33209020777,80756.72925779696,80953.10467893
"(4, 5, 13)",80752.63253339473,80958.51554993172,"[8015, 1945, 12603, 5965]",1945,3,12,8,80764.63253339473,80966.51554993172,80756.7914164781,80961.28813865395
"(4, 9)",80755.77847796364,80956.73427360201,"[8015, 8983, 11530]",8015,2,9,6,80764.77847796364,80962.73427360201,80758.89764027616,80958.81371514368
"(4, 7, 19)",80752.84027424826,80955.64214938461,"[8015, 5625, 14248, 640]",640,3,12,8,80764.84027424826,80963.64214938461,80756.99915733162,80958.41473810685
"(1, 4, 11)",80753.03127426794,80953.80118608051,"[1967, 6048, 11980, 8533]",1967,3,12,8,80765.03127426794,80961.80118608051,80757.1901573513,80956.57377480275
"(4, 8, 17)",80753.35505699423,80956.21868509108,"[8015, 7350, 11054, 2109]",2109,3,12,8,80765.35505699423,80964.21868509108,80757.5139400776,80958.99127381331
"(4, 11, 18)",80753.37569058077,80957.93956137623,"[8015, 11980, 7192, 1341]",1341,3,12,8,80765.37569058077,80965.93956137623,80757.53457366413,80960.71215009846
"(4, 9, 19)",80753.43876405149,80956.15290813052,"[8015, 8983, 10890, 640]",640,3,12,8,80765.43876405149,80964.15290813052,80757.59764713485,80958.92549685275
"(4, 6, 14)",80753.48858108296,80958.41173271817,"[8015, 3827, 11825, 4861]",3827,3,12,8,80765.48858108296,80966.41173271817,80757.64746416632,80961.1843214404
"(2, 4, 7)",80753.50831119728,80957.25347237795,"[3972, 4043, 5625, 14888]",3972,3,12,8,80765.50831119728,80965.25347237795,80757.66719428064,80960.02606110019
"(3, 4, 10)",80753.58725358508,80953.43605446792,"[5996, 2019, 10534, 9979]",2019,3,12,8,80765.58725358508,80961.43605446792,80757.74613666844,80956.20864319016
"(4, 8, 9)",80753.62500546983,80954.49033440226,"[8015, 7350, 1633, 11530]",1633,3,12,8,80765.62500546983,80962.49033440226,80757.7838885532,80957.2629231245
"(4, 11, 13)",80753.80402974028,80959.24678808762,"[8015, 11980, 2568, 5965]",2568,3,12,8,80765.80402974028,80967.24678808762,80757.96291282364,80962.01937680985
"(2, 4, 11)",80753.96921075162,80960.72256825071,"[3972, 4043, 11980, 8533]",3972,3,12,8,80765.96921075162,80968.72256825071,80758.12809383498,80963.49515697295
"(4, 11, 15)",80754.23572888534,80958.4278599048,"[8015, 11980, 4678, 3855]",3855,3,12,8,80766.23572888534,80966.4278599048,80758.3946119687,80961.20044862703
"(1, 4, 8)",80754.23845772189,80951.44522735433,"[1967, 6048, 7350, 13163]",1967,3,12,8,80766.23845772189,80959.44522735433,80758.39734080526,80954.21781607656
"(4, 7)",80757.25591698746,80955.63501848467,"[8015, 5625, 14888]",5625,2,9,6,80766.25591698746,80961.63501848467,80760.37507929998,80957.71446002634
"(4, 5, 8)",80754.3809051557,80952.38902298186,"[8015, 1945, 5405, 13163]",1945,3,12,8,80766.3809051557,80960.38902298186,80758.53978823907,80955.1616117041
"(3, 4, 9)",80754.4344392203,80957.07021467946,"[5996, 2019, 8983, 11530]",2019,3,12,8,80766.4344392203,80965.07021467946,80758.59332230367,80959.8428034017
"(4, 11, 14)",80754.46179199415,80959.1374565267,"[8015, 11980, 3672, 4861]",3672,3,12,8,80766.46179199415,80967.1374565267,80758.62067507752,80961.91004524894
"(4, 7, 8)",80754.52055529226,80953.29989236919,"[8015, 5625, 1725, 13163]",1725,3,12,8,80766.52055529226,80961.29989236919,80758.67943837562,80956.07248109143
"(4, 8, 19)",80754.67061771007,80956.91380291889,"[8015, 7350, 12523, 640]",640,3,12,8,80766.67061771007,80964.91380291889,80758.82950079344,80959.68639164112
"(4, 11)",80757.7168165418,80959.10411435741,"[8015, 11980, 8533]",8015,2,9,6,80766.7168165418,80965.10411435741,80760.83597885432,80961.18355589909
"(4, 5, 7)",80754.84986999203,80953.27313567074,"[8015, 1945, 3680, 14888]",1945,3,12,8,80766.84986999203,80961.27313567074,80759.0087530754,80956.04572439297
"(4, 6, 18)",80754.97357116968,80959.65856771418,"[8015, 3827, 15345, 1341]",1341,3,12,8,80766.97357116968,80967.65856771418,80759.13245425305,80962.43115643642
"(4, 11, 16)",80755.11897242628,80958.55851931122,"[8015, 11980, 5589, 2944]",2944,3,12,8,80767.11897242628,80966.55851931122,80759.27785550964,80961.33110803345
"(4, 6, 16)",80755.12020844963,80958.61495467986,"[8015, 3827, 13742, 2944]",2944,3,12,8,80767.12020844963,80966.61495467986,80759.279091533,80961.38754340209
"(2, 4, 8)",80755.17639420557,80958.36660952453,"[3972, 4043, 7350, 13163]",3972,3,12,8,80767.17639420557,80966.36660952453,80759.33527728893,80961.13919824676
"(4, 6, 8)",80755.28855519375,80953.31909754623,"[8015, 3827, 3523, 13163]",3523,3,12,8,80767.28855519375,80961.31909754623,80759.44743827711,80956.09168626847
"(4, 11, 17)",80755.49019464682,80958.87082286853,"[8015, 11980, 6424, 2109]",2109,3,12,8,80767.49019464682,80966.87082286853,80759.64907773018,80961.64341159076
"(3, 4, 7)",80755.91187824411,80955.97095956214,"[5996, 2019, 5625, 14888]",2019,3,12,8,80767.91187824411,80963.97095956214,80760.07076132747,80958.74354828437
"(4, 8)",80758.92399999575,80956.74815563123,"[8015, 7350, 13163]",7350,2,9,6,80767.92399999575,80962.74815563123,80762.04316230827,80958.8275971729
"(4, 11, 19)",80755.92445459029,80958.70194164276,"[8015, 11980, 7893, 640]",640,3,12,8,80767.92445459029,80966.70194164276,80760.08333767366,80961.474530365
"(4, 5, 15)",80756.08155625864,80960.49557019009,"[8015, 1945, 14713, 3855]",1945,3,12,8,80768.08155625864,80968.49557019009,80760.240439342,80963.26815891232
"(3, 4, 11)",80756.37277779846,80959.44005543488,"[5996, 2019, 11980, 8533]",2019,3,12,8,80768.37277779846,80967.44005543488,80760.53166088182,80962.21264415712
"(4, 6, 7)",80756.42489421254,80954.7985496398,"[8015, 3827, 1798, 14888]",1798,3,12,8,80768.42489421254,80962.7985496398,80760.5837772959,80957.57113836204
"(4, 11, 12)",80756.71125983242,80958.86821007315,"[8015, 11980, 1340, 7193]",1340,3,12,8,80768.71125983242,80966.86821007315,80760.87014291578,80961.64079879539
"(3, 5, 10)",80756.75840465425,80947.30507752733,"[5996, 3964, 8589, 9979]",3964,3,12,8,80768.75840465425,80955.30507752733,80760.91728773761,80950.07766624956
"(1, 4, 12)",80757.08493126516,80958.68422947345,"[1967, 6048, 13320, 7193]",1967,3,12,8,80769.08493126516,80966.68422947345,80761.24381434852,80961.45681819569
"(4, 5, 14)",80757.17728821316,80962.2233956087,"[8015, 1945, 13707, 4861]",1945,3,12,8,80769.17728821316,80970.2233956087,80761.33617129653,80964.99598433093
"(4, 6, 17)",80757.48122091795,80960.89130626225,"[8015, 3827, 14577, 2109]",2109,3,12,8,80769.48122091795,80968.89130626225,80761.64010400132,80963.66389498448
"(3, 4, 8)",80757.5799612524,80957.08409670868,"[5996, 2019, 7350, 13163]",2019,3,12,8,80769.5799612524,80965.08409670868,80761.73884433576,80959.85668543092
"(3, 5, 11)",80757.64232905112,80951.36550332027,"[5996, 3964, 10035, 8533]",3964,3,12,8,80769.64232905112,80959.36550332027,80761.80121213448,80954.1380920425
"(2, 5, 10)",80757.82228087854,80947.68298183885,"[3972, 5988, 8589, 9979]",3972,3,12,8,80769.82228087854,80955.68298183885,80761.9811639619,80950.45557056108
"(2, 4, 12)",80758.02286774883,80965.60561164365,"[3972, 4043, 13320, 7193]",3972,3,12,8,80770.02286774883,80973.60561164365,80762.1817508322,80968.37820036589
"(4, 12, 18)",80758.33426326008,80962.95693303974,"[8015, 13320, 5852, 1341]",1341,3,12,8,80770.33426326008,80970.95693303974,80762.49314634345,80965.72952176197
"(4, 12, 13)",80758.38734134485,80964.13760569805,"[8015, 13320, 1228, 5965]",1228,3,12,8,80770.38734134485,80972.13760569805,80762.54622442821,80966.91019442028
"(3, 5, 9)",80758.60069821664,80951.89677666494,"[5996, 3964, 7038, 11530]",3964,3,12,8,80770.60069821664,80959.89677666494,80762.75958130001,80954.66936538718
"(2, 5, 11)",80758.70620527539,80951.74340763179,"[3972, 5988, 10035, 8533]",3972,3,12,8,80770.70620527539,80959.74340763179,80762.86508835875,80954.51599635402
"(4, 12)",80761.77047353901,80963.98715775035,"[8015, 13320, 7193]",7193,2,9,6,80770.77047353901,80969.98715775035,80764.88963585153,80966.06659929203
"(4, 12, 14)",80759.17286040835,80963.90517572836,"[8015, 13320, 2332, 4861]",2332,3,12,8,80771.17286040835,80971.90517572836,80763.33174349171,80966.6777644506
"(4, 12, 15)",80759.25949286862,80963.51001931446,"[8015, 13320, 3338, 3855]",3338,3,12,8,80771.25949286862,80971.51001931446,80763.41837595198,80966.2826080367
"(4, 5, 16)",80759.65099795864,80963.2763240299,"[8015, 1945, 15624, 2944]",1945,3,12,8,80771.65099795864,80971.2763240299,80763.809881042,80966.04891275213
"(2, 5, 9)",80759.66457444092,80952.27468097646,"[3972, 5988, 7038, 11530]",3972,3,12,8,80771.66457444092,80960.27468097646,80763.82345752428,80955.0472696987
"(5, 10, 18)",80759.86456087604,80945.21380804662,"[9960, 8589, 8638, 1341]",1341,3,12,8,80771.86456087604,80953.21380804662,80764.0234439594,80947.98639676886
"(3, 5, 12)",80759.93230068733,80954.48604001722,"[5996, 3964, 11375, 7193]",3964,3,12,8,80771.93230068733,80962.48604001722,80764.0911837707,80957.25862873945
"(4, 6, 19)",80759.99215476731,80962.83113085502,"[8015, 3827, 16046, 640]",640,3,12,8,80771.99215476731,80970.83113085502,80764.15103785068,80965.60371957725
"(4, 12, 16)",80760.07780318934,80963.58074870231,"[8015, 13320, 4249, 2944]",2944,3,12,8,80772.07780318934,80971.58074870231,80764.2366862727,80966.35333742455
"(1, 4, 6)",80760.09900087786,80957.84235564098,"[1967, 6048, 3827, 16686]",1967,3,12,8,80772.09900087786,80965.84235564098,80764.25788396123,80960.61494436322
"(5, 10, 13)",80760.14970981106,80946.50181948292,"[9960, 8589, 4014, 5965]",4014,3,12,8,80772.14970981106,80954.50181948292,80764.30859289442,80949.27440820515
"(1, 4, 13)",80760.26997500315,80965.55640986137,"[1967, 6048, 14548, 5965]",1967,3,12,8,80772.26997500315,80973.55640986137,80764.42885808651,80968.3289985836
"(4, 5, 18)",80760.31876066203,80965.15937473826,"[8015, 1945, 17227, 1341]",1341,3,12,8,80772.31876066203,80973.15937473826,80764.4776437454,80967.93196346049
"(4, 12, 17)",80760.35185900165,80963.81600508951,"[8015, 13320, 5084, 2109]",2109,3,12,8,80772.35185900165,80971.81600508951,80764.51074208501,80966.58859381174
"(3, 4, 12)",80760.42643479569,80964.32309882782,"[5996, 2019, 13320, 7193]",2019,3,12,8,80772.42643479569,80972.32309882782,80764.58531787906,80967.09568755006
"(5, 10, 15)",80760.57979003858,80945.57976395453,"[9960, 8589, 6124, 3855]",3855,3,12,8,80772.57979003858,80953.57976395453,80764.73867312194,80948.35235267677
"(4, 12, 19)",80760.74836835354,80963.58896160677,"[8015, 13320, 6553, 640]",640,3,12,8,80772.74836835354,80971.58896160677,80764.9072514369,80966.361550329
"(2, 5, 12)",80760.9961769116,80954.86394432874,"[3972, 5988, 11375, 7193]",3972,3,12,8,80772.9961769116,80962.86394432874,80765.15505999497,80957.63653305097
"(5, 10, 14)",80761.01002682802,80946.5503573294,"[9960, 8589, 5118, 4861]",4861,3,12,8,80773.01002682802,80954.5503573294,80765.16890991139,80949.32294605163
"(2, 4, 6)",80761.03693736154,80964.76373781118,"[3972, 4043, 3827, 16686]",3827,3,12,8,80773.03693736154,80972.76373781118,80765.1958204449,80967.53632653342
"(2, 4, 13)",80761.20791148682,80972.47779203155,"[3972, 4043, 14548, 5965]",3972,3,12,8,80773.20791148682,80980.47779203155,80765.36679457019,80975.25038075379
"(3, 5, 13)",80761.28433651818,80959.42782425461,"[5996, 3964, 12603, 5965]",3964,3,12,8,80773.28433651818,80967.42782425461,80765.44321960154,80962.20041297685
"(5, 10, 16)",80761.57608535202,80945.80877146494,"[9960, 8589, 7035, 2944]",2944,3,12,8,80773.57608535202,80953.80877146494,80765.73496843538,80948.58136018718
"(1, 5, 10)",80761.6379318584,80940.77787179966,"[1967, 7993, 8589, 9979]",1967,3,12,8,80773.6379318584,80948.77787179966,80765.79681494176,80943.55046052189
"(4, 6)",80764.78454315172,80963.14528391787,"[8015, 3827, 16686]",3827,2,9,6,80773.78454315172,80969.14528391787,80767.90370546424,80965.22472545954
"(3, 6, 11)",80761.80467389205,80953.53874804695,"[5996, 5846, 8153, 8533]",5846,3,12,8,80773.80467389205,80961.53874804695,80765.96355697542,80956.31133676918
"(3, 6, 10)",80761.83269457315,80950.43030378604,"[5996, 5846, 6707, 9979]",5846,3,12,8,80773.83269457315,80958.43030378604,80765.99157765652,80953.20289250827
"(4, 13)",80764.955517277,80970.85933813825,"[8015, 14548, 5965]",5965,2,9,6,80773.955517277,80976.85933813825,80768.07467958952,80972.93877967993
"(5, 7, 13)",80762.02615124697,80948.6212243902,"[9960, 3680, 8923, 5965]",3680,3,12,8,80774.02615124697,80956.6212243902,80766.18503433034,80951.39381311243
"(5, 10, 17)",80762.08364809709,80946.2330545064,"[9960, 8589, 7870, 2109]",2109,3,12,8,80774.08364809709,80954.2330545064,80766.24253118045,80949.00564322864
"(5, 9, 13)",80762.29315147043,80948.73647886886,"[9960, 7038, 5565, 5965]",5565,3,12,8,80774.29315147043,80956.73647886886,80766.45203455379,80951.50906759109
"(5, 7, 11)",80762.34454197879,80944.7443175149,"[9960, 3680, 6355, 8533]",3680,3,12,8,80774.34454197879,80952.7443175149,80766.50342506215,80947.51690623713
"(2, 5, 13)",80762.34821274245,80959.80572856613,"[3972, 5988, 12603, 5965]",3972,3,12,8,80774.34821274245,80967.80572856613,80766.50709582581,80962.57831728837
"(4, 13, 18)",80762.44027487832,80970.10205990539,"[8015, 14548, 4624, 1341]",1341,3,12,8,80774.44027487832,80978.10205990539,80766.59915796168,80972.87464862762
"(1, 5, 11)",80762.52185625525,80944.8382975926,"[1967, 7993, 10035, 8533]",1967,3,12,8,80774.52185625525,80952.8382975926,80766.68073933861,80947.61088631484
"(5, 10, 19)",80762.61934334287,80946.1447199814,"[9960, 8589, 9339, 640]",640,3,12,8,80774.61934334287,80954.1447199814,80766.77822642624,80948.91730870363
"(5, 9, 18)",80762.68227423693,80948.2287068489,"[9960, 7038, 10189, 1341]",1341,3,12,8,80774.68227423693,80956.2287068489,80766.84115732029,80951.00129557113
"(4, 5, 17)",80762.70394541993,80966.24632946003,"[8015, 1945, 16459, 2109]",1945,3,12,8,80774.70394541993,80974.24632946003,80766.86282850329,80969.01891818226
"(5, 9, 15)",80762.75665356361,80947.93761879935,"[9960, 7038, 7675, 3855]",3855,3,12,8,80774.75665356361,80955.93761879935,80766.91553664698,80950.71020752158
"(5, 7, 12)",80762.77307914561,80945.95574648667,"[9960, 3680, 7695, 7193]",3680,3,12,8,80774.77307914561,80953.95574648667,80766.93196222898,80948.7283352089
"(5, 10, 12)",80762.91951694453,80945.92284773265,"[9960, 8589, 2786, 7193]",2786,3,12,8,80774.91951694453,80953.92284773265,80767.0784000279,80948.69543645489
"(5, 11, 18)",80763.02891231899,80948.61394292174,"[9960, 10035, 7192, 1341]",1341,3,12,8,80775.02891231899,80956.61394292174,80767.18779540235,80951.38653164398
"(3, 5, 8)",80763.03270827913,80953.30129730476,"[5996, 3964, 5405, 13163]",3964,3,12,8,80775.03270827913,80961.30129730476,80767.1915913625,80956.07388602699
"(5, 8, 13)",80763.04047389678,80949.33241602725,"[9960, 5405, 7198, 5965]",5405,3,12,8,80775.04047389678,80957.33241602725,80767.19935698014,80952.10500474948
"(3, 7, 13)",80763.17826538638,80957.7298283171,"[5996, 7644, 8923, 5965]",5965,3,12,8,80775.17826538638,80965.7298283171,80767.33714846974,80960.50241703933
"(4, 5, 6)",80763.18221662947,80961.5967464915,"[8015, 1945, 1882, 16686]",1882,3,12,8,80775.18221662947,80969.5967464915,80767.34109971284,80964.36933521373
"(3, 6, 12)",80763.18230225451,80955.73341433376,"[5996, 5846, 9493, 7193]",5846,3,12,8,80775.18230225451,80963.73341433376,80767.34118533788,80958.506003056
"(5, 7, 15)",80763.29852255467,80948.55742197065,"[9960, 3680, 11033, 3855]",3680,3,12,8,80775.29852255467,80956.55742197065,80767.45740563804,80951.33001069288
"(5, 7, 10)",80763.39446031714,80942.69523505218,"[9960, 3680, 4909, 9979]",3680,3,12,8,80775.39446031714,80950.69523505218,80767.5533434005,80945.46782377441
"(3, 4, 6)",80763.44050440838,80963.48122499534,"[5996, 2019, 3827, 16686]",2019,3,12,8,80775.44050440838,80971.48122499534,80767.59938749175,80966.25381371757
"(5, 11, 13)",80763.45725147848,80949.92116963312,"[9960, 10035, 2568, 5965]",2568,3,12,8,80775.45725147848,80957.92116963312,80767.61613456185,80952.69375835535
"(1, 5, 9)",80763.48022542078,80945.36957093727,"[1967, 7993, 7038, 11530]",1967,3,12,8,80775.48022542078,80953.36957093727,80767.63910850414,80948.1421596595
"(5, 10)",80766.48611388316,80945.71807010999,"[9960, 8589, 9979]",8589,2,9,6,80775.48611388316,80951.71807010999,80769.60527619568,80947.79751165166
"(3, 7, 11)",80763.4966561182,80953.8529214418,"[5996, 7644, 6355, 8533]",5996,3,12,8,80775.4966561182,80961.8529214418,80767.65553920156,80956.62551016403
"(3, 5, 7)",80763.50167311545,80954.18540999363,"[5996, 3964, 3680, 14888]",3680,3,12,8,80775.50167311545,80962.18540999363,80767.66055619881,80956.95799871586
"(3, 6, 13)",80763.52281379697,80959.55952991087,"[5996, 5846, 10721, 5965]",5846,3,12,8,80775.52281379697,80967.55952991087,80767.68169688033,80962.3321186331
"(3, 4, 13)",80763.61147853368,80971.19527921572,"[5996, 2019, 14548, 5965]",2019,3,12,8,80775.61147853368,80979.19527921572,80767.77036161705,80973.96786793796
"(4, 13, 19)",80763.7190219325,80971.05481356046,"[8015, 14548, 5325, 640]",640,3,12,8,80775.7190219325,80979.05481356046,80767.87790501586,80973.8274022827
"(5, 9, 14)",80763.7459326895,80949.460370654,"[9960, 7038, 6669, 4861]",4861,3,12,8,80775.7459326895,80957.460370654,80767.90481577287,80952.23295937623
"(5, 10, 11)",80763.8432529704,80946.12988358617,"[9960, 8589, 1446, 8533]",1446,3,12,8,80775.8432529704,80954.12988358617,80768.00213605376,80948.9024723084
"(5, 11, 15)",80763.88895062356,80949.1022414503,"[9960, 10035, 4678, 3855]",3855,3,12,8,80775.88895062356,80957.1022414503,80768.04783370692,80951.87483017253
"(3, 7, 12)",80763.92519328502,80955.06435041357,"[5996, 7644, 7695, 7193]",5996,3,12,8,80775.92519328502,80963.06435041357,80768.08407636838,80957.8369391358
"(4, 13, 15)",80764.01054584223,80970.22848936888,"[8015, 14548, 2110, 3855]",2110,3,12,8,80776.01054584223,80978.22848936888,80768.1694289256,80973.00107809111
