cutoffs,nll_mode,nll_mode_fixed,n,min_n,num_cutoffs,k_varying,k_fixed,aic_varying,aic_fixed,bic_varying,bic_fixed
"(2, 7, 15)",80770.96921972132,80960.02601884601,"[3972, 9668, 11033, 3855]",3855,3,12,8,80782.96921972132,80968.02601884601,80775.12810280468,80962.79860756824
"(3, 6, 17)",80771.05049099267,80964.79532277722,"[5996, 5846, 14577, 2109]",2109,3,12,8,80783.05049099267,80972.79532277722,80775.20937407603,80967.56791149946
"(2, 7, 10)",80771.06515748377,80954.16383192754,"[3972, 9668, 4909, 9979]",3972,3,12,8,80783.06515748377,80962.16383192754,80775.22404056713,80956.93642064977
"(2, 6, 14)",80771.07687757193,80963.66797183304,"[3972, 7870, 11825, 4861]",3972,3,12,8,80783.07687757193,80971.66797183304,80775.2357606553,80966.44056055527
"(3, 8, 14)",80771.13972971756,80965.47853036255,"[5996, 9369, 8302, 4861]",4861,3,12,8,80783.13972971756,80973.47853036255,80775.29861280092,80968.25111908479
"(6, 10, 13)",80771.24097016951,80949.438911948,"[11842, 6707, 4014, 5965]",4014,3,12,8,80783.24097016951,80957.438911948,80775.39985325288,80952.21150067024
"(3, 8, 10)",80771.25302125353,80959.23047680338,"[5996, 9369, 3184, 9979]",3184,3,12,8,80783.25302125353,80967.23047680338,80775.4119043369,80962.00306552561
"(3, 5, 17)",80771.35574854334,80967.15860378293,"[5996, 3964, 16459, 2109]",2109,3,12,8,80783.35574854334,80975.15860378293,80775.5146316267,80969.93119250516
"(3, 7)",80774.38149648375,80961.70700650319,"[5996, 7644, 14888]",5996,2,9,6,80783.38149648375,80967.70700650319,80777.50065879627,80963.78644804486
"(5, 15)",80774.46106861097,80959.82083709566,"[9960, 14713, 3855]",3855,2,9,6,80783.46106861097,80965.82083709566,80777.58023092349,80961.90027863733
"(2, 4, 16)",80771.60575641866,80980.49731710495,"[3972, 4043, 17569, 2944]",2944,3,12,8,80783.60575641866,80988.49731710495,80775.76463950203,80983.26990582718
"(3, 7, 8)",80771.64613478855,80959.37188038771,"[5996, 7644, 1725, 13163]",1725,3,12,8,80783.64613478855,80967.37188038771,80775.80501787191,80962.14446910995
"(6, 10, 15)",80771.67105039705,80948.51685641962,"[11842, 6707, 6124, 3855]",3855,3,12,8,80783.67105039705,80956.51685641962,80775.82993348042,80951.28944514185
"(5, 6, 18)",80771.75075699974,80957.43529719338,"[9960, 1882, 15345, 1341]",1341,3,12,8,80783.75075699974,80965.43529719338,80775.9096400831,80960.20788591562
"(3, 8, 16)",80771.82829996254,80964.77295380316,"[5996, 9369, 10219, 2944]",2944,3,12,8,80783.82829996254,80972.77295380316,80775.9871830459,80967.54554252539
"(3, 5, 6)",80771.83401975289,80962.5090208144,"[5996, 3964, 1882, 16686]",1882,3,12,8,80783.83401975289,80970.5090208144,80775.99290283625,80965.28160953663
"(5, 6, 16)",80771.89739427972,80956.39168415903,"[9960, 1882, 13742, 2944]",1882,3,12,8,80783.89739427972,80964.39168415903,80776.05627736308,80959.16427288126
"(2, 3, 7)",80771.92551456558,80962.73102715933,"[3972, 2024, 7644, 14888]",2024,3,12,8,80783.92551456558,80970.73102715933,80776.08439764894,80965.50361588156
"(1, 6, 11)",80771.95225154643,80950.26896922149,"[1967, 9875, 8153, 8533]",1967,3,12,8,80783.95225154643,80958.26896922149,80776.1111346298,80953.04155794372
"(1, 6, 10)",80771.98027222752,80947.16052496058,"[1967, 9875, 6707, 9979]",1967,3,12,8,80783.98027222752,80955.16052496058,80776.13915531088,80949.93311368281
"(5, 6, 8)",80772.0657410238,80951.0958270254,"[9960, 1882, 3523, 13163]",1882,3,12,8,80784.0657410238,80959.0958270254,80776.22462410717,80953.86841574764
"(6, 10, 14)",80772.1012871865,80949.48744979448,"[11842, 6707, 5118, 4861]",4861,3,12,8,80784.1012871865,80957.48744979448,80776.26017026986,80952.26003851672
"(2, 7, 14)",80772.2163516082,80961.84901714003,"[3972, 9668, 10027, 4861]",3972,3,12,8,80784.2163516082,80969.84901714003,80776.37523469156,80964.62160586227
"(2, 7, 18)",80772.23465506735,80961.69712292938,"[3972, 9668, 13547, 1341]",1341,3,12,8,80784.23465506735,80969.69712292938,80776.39353815072,80964.46971165162
"(4, 16)",80775.35336220884,80978.87886321166,"[8015, 17569, 2944]",2944,2,9,6,80784.35336220884,80984.87886321166,80778.47252452136,80980.95830475334
"(2, 5, 17)",80772.41962476763,80967.53650809445,"[3972, 5988, 16459, 2109]",2109,3,12,8,80784.41962476763,80975.53650809445,80776.578507851,80970.30909681668
"(5, 14)",80775.55680056548,80961.54866251425,"[9960, 13707, 4861]",4861,2,9,6,80784.55680056548,80967.54866251425,80778.675962878,80963.62810405593
"(2, 6, 18)",80772.56186765865,80964.91480682907,"[3972, 7870, 15345, 1341]",1341,3,12,8,80784.56186765865,80972.91480682907,80776.72075074201,80967.6873955513
"(5, 15, 18)",80772.61291911686,80959.46677668783,"[9960, 14713, 2514, 1341]",1341,3,12,8,80784.61291911686,80967.46677668783,80776.77180220022,80962.23936541006
"(6, 10, 16)",80772.66734571048,80948.74586393003,"[11842, 6707, 7035, 2944]",2944,3,12,8,80784.66734571048,80956.74586393003,80776.82622879384,80951.51845265226
"(2, 6, 16)",80772.70850493861,80963.87119379471,"[3972, 7870, 13742, 2944]",2944,3,12,8,80784.70850493861,80971.87119379471,80776.86738802197,80966.64378251694
"(5, 14, 18)",80772.79445880049,80960.62910252088,"[9960, 13707, 3520, 1341]",1341,3,12,8,80784.79445880049,80968.62910252088,80776.95334188385,80963.40169124311
"(1, 4, 18)",80772.82913100444,80976.96570169425,"[1967, 6048, 19172, 1341]",1341,3,12,8,80784.82913100444,80984.96570169425,80776.98801408781,80979.73829041648
"(2, 6, 8)",80772.87685168273,80958.57533666109,"[3972, 7870, 3523, 13163]",3523,3,12,8,80784.87685168273,80966.57533666109,80777.03573476609,80961.34792538332
"(2, 5, 6)",80772.89789597716,80962.88692512592,"[3972, 5988, 1882, 16686]",1882,3,12,8,80784.89789597716,80970.88692512592,80777.05677906053,80965.65951384815
"(2, 7, 16)",80773.13199149605,80961.37828935639,"[3972, 9668, 11944, 2944]",2944,3,12,8,80785.13199149605,80969.37828935639,80777.29087457941,80964.15087807862
"(6, 10, 17)",80773.17490845555,80949.17014697149,"[11842, 6707, 7870, 2109]",2109,3,12,8,80785.17490845555,80957.17014697149,80777.33379153891,80951.94273569372
"(3, 8, 17)",80773.17684908783,80966.0207072858,"[5996, 9369, 11054, 2109]",2109,3,12,8,80785.17684908783,80974.0207072858,80777.3357321712,80968.79329600804
"(1, 5, 16)",80773.1823282862,80957.66139262516,"[1967, 7993, 15624, 2944]",1967,3,12,8,80785.1823282862,80965.66139262516,80777.34121136957,80960.43398134739
"(3, 10, 18)",80773.18601196993,80966.75885705819,"[5996, 12553, 8638, 1341]",1341,3,12,8,80785.18601196993,80974.75885705819,80777.34489505329,80969.53144578042
"(5, 6, 7)",80773.2020800426,80952.57527911899,"[9960, 1882, 1798, 14888]",1798,3,12,8,80785.2020800426,80960.57527911899,80777.36096312596,80955.34786784122
"(6, 11, 18)",80773.2082275995,80950.59905385482,"[11842, 8153, 7192, 1341]",1341,3,12,8,80785.2082275995,80958.59905385482,80777.36711068287,80953.37164257705
"(4, 16, 18)",80773.32452353448,80978.42625523964,"[8015, 17569, 1603, 1341]",1341,3,12,8,80785.32452353448,80986.42625523964,80777.48340661784,80981.19884396187
"(1, 6, 12)",80773.32987990891,80952.46363550832,"[1967, 9875, 9493, 7193]",1967,3,12,8,80785.32987990891,80960.46363550832,80777.48876299227,80955.23622423055
"(2, 7, 9)",80773.44614860934,80959.22821354335,"[3972, 9668, 3358, 11530]",3358,3,12,8,80785.44614860934,80967.22821354335,80777.6050316927,80962.00080226558
"(3, 8, 9)",80773.44679756343,80964.29235659698,"[5996, 9369, 1633, 11530]",1633,3,12,8,80785.44679756343,80972.29235659698,80777.6056806468,80967.06494531922
"(3, 10, 13)",80773.47116090491,80968.0468684945,"[5996, 12553, 4014, 5965]",4014,3,12,8,80785.47116090491,80976.0468684945,80777.63004398828,80970.81945721673
"(5, 15, 19)",80773.48319889397,80959.9090755731,"[9960, 14713, 3215, 640]",640,3,12,8,80785.48319889397,80967.9090755731,80777.64208197733,80962.68166429533
"(3, 6, 19)",80773.56142484203,80966.73514737,"[5996, 5846, 16046, 640]",640,3,12,8,80785.56142484203,80974.73514737,80777.7203079254,80969.50773609223
"(5, 14, 15)",80773.58467214373,80959.8385949156,"[9960, 13707, 1006, 3855]",1006,3,12,8,80785.58467214373,80967.8385949156,80777.74355522709,80962.61118363784
"(6, 11, 13)",80773.636566759,80951.9062805662,"[11842, 8153, 2568, 5965]",2568,3,12,8,80785.636566759,80959.9062805662,80777.79544984236,80954.67886928843
"(1, 6, 13)",80773.67039145133,80956.28975108542,"[1967, 9875, 10721, 5965]",1967,3,12,8,80785.67039145133,80964.28975108542,80777.8292745347,80959.06233980766
"(6, 10, 19)",80773.71060370133,80949.08181244649,"[11842, 6707, 9339, 640]",640,3,12,8,80785.71060370133,80957.08181244649,80777.8694867847,80951.85440116872
"(6, 9, 13)",80773.7243731727,80951.98832374321,"[11842, 5156, 5565, 5965]",5156,3,12,8,80785.7243731727,80959.98832374321,80777.88325625607,80954.76091246544
"(2, 4, 18)",80773.76706748811,80983.88708386445,"[3972, 4043, 19172, 1341]",1341,3,12,8,80785.76706748811,80991.88708386445,80777.92595057147,80986.65967258668
"(1, 5, 18)",80773.8500909896,80959.54444333349,"[1967, 7993, 17227, 1341]",1341,3,12,8,80785.8500909896,80967.54444333349,80778.00897407296,80962.31703205573
"(5, 15, 17)",80773.87006592655,80959.92528011512,"[9960, 14713, 1746, 2109]",1746,3,12,8,80785.87006592655,80967.92528011512,80778.02894900991,80962.69786883735
"(3, 10, 15)",80773.90124113245,80967.12481296611,"[5996, 12553, 6124, 3855]",3855,3,12,8,80785.90124113245,80975.12481296611,80778.06012421582,80969.89740168834
"(3, 4, 16)",80774.00932346549,80979.21480428913,"[5996, 2019, 17569, 2944]",2019,3,12,8,80786.00932346549,80987.21480428913,80778.16820654886,80981.98739301137
"(6, 10, 12)",80774.01077730299,80948.85994019774,"[11842, 6707, 2786, 7193]",2786,3,12,8,80786.01077730299,80956.85994019774,80778.16966038635,80951.63252891997
"(2, 6, 7)",80774.01319070149,80960.05478875467,"[3972, 7870, 1798, 14888]",1798,3,12,8,80786.01319070149,80968.05478875467,80778.17207378485,80962.8273774769
"(6, 11, 15)",80774.06826590408,80951.08735238337,"[11842, 8153, 4678, 3855]",3855,3,12,8,80786.06826590408,80959.08735238337,80778.22714898744,80953.8599411056
"(6, 9, 18)",80774.11349593918,80951.48055172325,"[11842, 5156, 10189, 1341]",1341,3,12,8,80786.11349593918,80959.48055172325,80778.27237902254,80954.25314044548
"(1, 6, 9)",80774.16252713371,80952.06697650746,"[1967, 9875, 5156, 11530]",1967,3,12,8,80786.16252713371,80960.06697650746,80778.32141021708,80954.83956522969
"(6, 9, 15)",80774.18787526588,80951.1894636737,"[11842, 5156, 7675, 3855]",3855,3,12,8,80786.18787526588,80959.1894636737,80778.34675834925,80953.96205239593
"(5, 6, 17)",80774.258406748,80958.66803574143,"[9960, 1882, 14577, 2109]",1882,3,12,8,80786.258406748,80966.66803574143,80778.41728983137,80961.44062446366
"(6, 11, 14)",80774.29432901289,80951.79694900528,"[11842, 8153, 3672, 4861]",3672,3,12,8,80786.29432901289,80959.79694900528,80778.45321209625,80954.56953772751
"(5, 14, 19)",80774.32957813499,80961.72399093806,"[9960, 13707, 4221, 640]",640,3,12,8,80786.32957813499,80969.72399093806,80778.48846121835,80964.49657966029
"(3, 10, 14)",80774.33147792189,80968.09540634097,"[5996, 12553, 5118, 4861]",4861,3,12,8,80786.33147792189,80976.09540634097,80778.49036100526,80970.8679950632
"(5, 15, 16)",80774.38499713302,80959.86269918861,"[9960, 14713, 911, 2944]",911,3,12,8,80786.38499713302,80967.86269918861,80778.54388021638,80962.63528791085
"(4, 16, 19)",80774.4092579872,80978.9412271355,"[8015, 17569, 2304, 640]",640,3,12,8,80786.4092579872,80986.9412271355,80778.56814107056,80981.71381585773
"(3, 9, 13)",80774.43041906171,80966.61581030287,"[5996, 11002, 5565, 5965]",5565,3,12,8,80786.43041906171,80974.61581030287,80778.58930214508,80969.3883990251
"(3, 8, 19)",80774.49240980367,80966.71582511361,"[5996, 9369, 12523, 640]",640,3,12,8,80786.49240980367,80974.71582511361,80778.65129288704,80969.48841383585
"(4, 18)",80777.51467327829,80982.26862997116,"[8015, 19172, 1341]",1341,2,9,6,80786.51467327829,80988.26862997116,80780.63383559081,80984.34807151284
"(6, 7, 13)",80774.53561285837,80952.95024675774,"[11842, 1798, 8923, 5965]",1798,3,12,8,80786.53561285837,80960.95024675774,80778.69449594173,80955.72283547997
"(6, 11)",80777.54935356053,80951.76360683599,"[11842, 8153, 8533]",8153,2,9,6,80786.54935356053,80957.76360683599,80780.66851587305,80953.84304837766
"(6, 10)",80777.57737424163,80948.65516257507,"[11842, 6707, 9979]",6707,2,9,6,80786.57737424163,80954.65516257507,80780.69653655415,80950.73460411675
"(5, 14, 16)",80774.60727655914,80960.99454233266,"[9960, 13707, 1917, 2944]",1917,3,12,8,80786.60727655914,80968.99454233266,80778.7661596425,80963.76713105489
"(5, 14, 17)",80774.67887986451,80961.65664705019,"[9960, 13707, 2752, 2109]",2109,3,12,8,80786.67887986451,80969.65664705019,80778.83776294788,80964.42923577242
"(4, 16, 17)",80774.7648301953,80978.91902280488,"[8015, 17569, 835, 2109]",835,3,12,8,80786.7648301953,80986.91902280488,80778.92371327867,80981.69161152712
"(2, 7, 17)",80774.7784294905,80962.99254663095,"[3972, 9668, 12779, 2109]",2109,3,12,8,80786.7784294905,80970.99254663095,80778.93731257386,80965.76513535318
"(3, 5, 19)",80774.79928761328,80969.97939237425,"[5996, 3964, 17928, 640]",640,3,12,8,80786.79928761328,80977.97939237425,80778.95817069664,80972.75198109649
"(3, 9, 18)",80774.81954182821,80966.10803828292,"[5996, 11002, 10189, 1341]",1341,3,12,8,80786.81954182821,80974.10803828292,80778.97842491158,80968.88062700516
"(6, 7, 11)",80774.85400359018,80949.07333988242,"[11842, 1798, 6355, 8533]",1798,3,12,8,80786.85400359018,80957.07333988242,80779.01288667355,80951.84592860466
"(6, 8, 13)",80774.88256132568,80953.06609899008,"[11842, 3523, 7198, 5965]",3523,3,12,8,80786.88256132568,80961.06609899008,80779.04144440904,80955.83868771231
"(1, 4, 17)",80774.89137475764,80977.69813972086,"[1967, 6048, 18404, 2109]",1967,3,12,8,80786.89137475764,80985.69813972086,80779.05025784101,80980.47072844309
"(3, 9, 15)",80774.8939211549,80965.81695023336,"[5996, 11002, 7675, 3855]",3855,3,12,8,80786.8939211549,80973.81695023336,80779.05280423826,80968.5895389556
"(3, 10, 16)",80774.8975364459,80967.3538204765,"[5996, 12553, 7035, 2944]",2944,3,12,8,80786.8975364459,80975.3538204765,80779.05641952927,80970.12640919874
"(6, 10, 11)",80774.93451332887,80949.06697605125,"[11842, 6707, 1446, 8533]",1446,3,12,8,80786.93451332887,80957.06697605125,80779.09339641224,80951.83956477349
"(1, 3, 6)",80774.93996981328,80961.38953840957,"[1967, 4029, 5846, 16686]",1967,3,12,8,80786.93996981328,80969.38953840957,80779.09885289664,80964.1621271318
"(6, 11, 16)",80774.951509445,80951.21801178978,"[11842, 8153, 5589, 2944]",2944,3,12,8,80786.951509445,80959.21801178978,80779.11039252837,80953.99060051201
"(5, 16)",80778.03051031099,80962.60159093546,"[9960, 15624, 2944]",2944,2,9,6,80787.03051031099,80968.60159093546,80781.1496726235,80964.68103247714
"(2, 6, 17)",80775.06951740691,80966.14754537711,"[3972, 7870, 14577, 2109]",2109,3,12,8,80787.06951740691,80974.14754537711,80779.22840049028,80968.92013409935
"(6, 9, 14)",80775.17715439177,80952.71221552834,"[11842, 5156, 6669, 4861]",4861,3,12,8,80787.17715439177,80960.71221552834,80779.33603747514,80955.48480425058
"(6, 7, 12)",80775.28254075703,80950.28476885421,"[11842, 1798, 7695, 7193]",1798,3,12,8,80787.28254075703,80958.28476885421,80779.4414238404,80953.05735757644
"(6, 11, 17)",80775.32273166555,80951.53031534709,"[11842, 8153, 6424, 2109]",2109,3,12,8,80787.32273166555,80959.53031534709,80779.48161474892,80954.30290406932
"(1, 3, 8)",80775.33194867618,80960.89041580267,"[1967, 4029, 9369, 13163]",1967,3,12,8,80787.33194867618,80968.89041580267,80779.49083175954,80963.6630045249
"(3, 6)",80778.35381322645,80967.04930043285,"[5996, 5846, 16686]",5846,2,9,6,80787.35381322645,80973.04930043285,80781.47297553897,80969.12874197452
"(3, 10, 17)",80775.40509919096,80967.77810351798,"[5996, 12553, 7870, 2109]",2109,3,12,8,80787.40509919096,80975.77810351798,80779.56398227433,80970.55069224021
"(6, 12, 18)",80775.49077164406,80952.9280484122,"[11842, 9493, 5852, 1341]",1341,3,12,8,80787.49077164406,80960.9280484122,80779.64965472743,80955.70063713443
"(6, 9, 12)",80775.52319594729,80950.48231872826,"[11842, 5156, 4337, 7193]",4337,3,12,8,80787.52319594729,80958.48231872826,80779.68207903065,80953.2549074505
"(6, 12, 13)",80775.54384972883,80954.10872107052,"[11842, 9493, 1228, 5965]",1228,3,12,8,80787.54384972883,80962.10872107052,80779.70273281219,80956.88130979275
"(6, 9, 16)",80775.61290434495,80951.83241343996,"[11842, 5156, 8586, 2944]",2944,3,12,8,80787.61290434495,80959.83241343996,80779.77178742831,80954.60500216219
"(5, 18)",80778.69827301436,80964.4846416438,"[9960, 17227, 1341]",1341,2,9,6,80787.69827301436,80970.4846416438,80781.81743532688,80966.56408318547
"(3, 8)",80778.74579208935,80966.55017782595,"[5996, 9369, 13163]",5996,2,9,6,80787.74579208935,80972.55017782595,80781.86495440187,80968.62961936762
"(6, 11, 19)",80775.75699160904,80951.36143412135,"[11842, 8153, 7893, 640]",640,3,12,8,80787.75699160904,80959.36143412135,80779.91587469241,80954.13402284359
"(6, 7, 15)",80775.80798416608,80952.88644433818,"[11842, 1798, 11033, 3855]",1798,3,12,8,80787.80798416608,80960.88644433818,80779.96686724944,80955.65903306041
"(2, 4, 17)",80775.82931124132,80984.61952189104,"[3972, 4043, 18404, 2109]",2109,3,12,8,80787.82931124132,80992.61952189104,80779.98819432469,80987.39211061328
"(6, 9, 10)",80775.83650181437,80948.72431611858,"[11842, 5156, 1551, 9979]",1551,3,12,8,80787.83650181437,80956.72431611858,80779.99538489773,80951.49690484081
"(6, 9, 11)",80775.84334216105,80950.05437468602,"[11842, 5156, 2997, 8533]",2997,3,12,8,80787.84334216105,80958.05437468602,80780.00222524442,80952.82696340825
"(6, 8, 15)",80775.85583281826,80952.63621669218,"[11842, 3523, 9308, 3855]",3523,3,12,8,80787.85583281826,80960.63621669218,80780.01471590162,80955.40880541441
"(2, 5, 19)",80775.86316383755,80970.35729668578,"[3972, 5988, 17928, 640]",640,3,12,8,80787.86316383755,80978.35729668578,80780.02204692092,80973.12988540801
"(3, 9, 14)",80775.8832002808,80967.33970208801,"[5996, 11002, 6669, 4861]",4861,3,12,8,80787.8832002808,80975.33970208801,80780.04208336417,80970.11229081024
"(2, 3, 6)",80775.89783130828,80968.07332108899,"[3972, 2024, 5846, 16686]",2024,3,12,8,80787.89783130828,80976.07332108899,80780.05671439164,80970.84590981122
"(6, 7, 10)",80775.90392192855,80947.02425741972,"[11842, 1798, 4909, 9979]",1798,3,12,8,80787.90392192855,80955.02425741972,80780.06280501191,80949.79684614195
"(6, 12)",80778.926981923,80953.95827312281,"[11842, 9493, 7193]",7193,2,9,6,80787.926981923,80959.95827312281,80782.04614423552,80956.03771466449
"(6, 8, 11)",80775.93194776177,80949.99647552369,"[11842, 3523, 4630, 8533]",3523,3,12,8,80787.93194776177,80957.99647552369,80780.09083084513,80952.76906424592
"(3, 10, 19)",80775.94079443674,80967.68976899298,"[5996, 12553, 9339, 640]",640,3,12,8,80787.94079443674,80975.68976899298,80780.0996775201,80970.46235771521
"(1, 6, 15)",80775.96529690128,80957.20182853453,"[1967, 9875, 12831, 3855]",1967,3,12,8,80787.96529690128,80965.20182853453,80780.12417998465,80959.97441725676
"(5, 16, 18)",80776.00167163662,80962.14898296344,"[9960, 15624, 1603, 1341]",1341,3,12,8,80788.00167163662,80970.14898296344,80780.16055471999,80964.92157168567
"(6, 8, 12)",80776.10420575402,80950.91009534839,"[11842, 3523, 5970, 7193]",3523,3,12,8,80788.10420575402,80958.91009534839,80780.26308883738,80953.68268407062
"(3, 4, 18)",80776.17063453497,80982.6045710486,"[5996, 2019, 19172, 1341]",1341,3,12,8,80788.17063453497,80990.6045710486,80780.32951761833,80985.37715977084
"(3, 9, 12)",80776.2292418363,80965.10980528792,"[5996, 11002, 4337, 7193]",4337,3,12,8,80788.2292418363,80973.10980528792,80780.38812491967,80967.88239401016
"(1, 5, 17)",80776.23527574749,80960.63139805527,"[1967, 7993, 16459, 2109]",1967,3,12,8,80788.23527574749,80968.63139805527,80780.39415883085,80963.4039867775
"(3, 10, 12)",80776.2409680384,80967.46789674423,"[5996, 12553, 2786, 7193]",2786,3,12,8,80788.2409680384,80975.46789674423,80780.39985112177,80970.24048546646
"(6, 13)",80779.26749346545,80957.78438869992,"[11842, 10721, 5965]",5965,2,9,6,80788.26749346545,80963.78438869992,80782.38665577797,80959.8638302416
"(2, 3, 8)",80776.28981017116,80967.57419848209,"[3972, 2024, 9369, 13163]",2024,3,12,8,80788.28981017116,80975.57419848209,80780.44869325453,80970.34678720433
"(3, 9, 16)",80776.31895023395,80966.45989999961,"[5996, 11002, 8586, 2944]",2944,3,12,8,80788.31895023395,80974.45989999961,80780.47783331732,80969.23248872184
"(6, 12, 14)",80776.32936879233,80953.87629110082,"[11842, 9493, 2332, 4861]",2332,3,12,8,80788.32936879233,80961.87629110082,80780.4882518757,80956.64887982306
"(1, 3, 10)",80776.39372156386,80961.60335709827,"[1967, 4029, 12553, 9979]",1967,3,12,8,80788.39372156386,80969.60335709827,80780.55260464722,80964.3759458205
"(6, 12, 15)",80776.4160012526,80953.48113468692,"[11842, 9493, 3338, 3855]",3338,3,12,8,80788.4160012526,80961.48113468692,80780.57488433596,80956.25372340916
"(2, 7, 19)",80776.48443677179,80964.0741303516,"[3972, 9668, 14248, 640]",640,3,12,8,80788.48443677179,80972.0741303516,80780.64331985515,80966.84671907383
"(6, 8, 18)",80776.51150265726,80953.63570800587,"[11842, 3523, 11822, 1341]",1341,3,12,8,80788.51150265726,80961.63570800587,80780.67038574062,80956.4082967281
"(6, 9, 17)",80776.52738554691,80952.70841624007,"[11842, 5156, 9421, 2109]",2109,3,12,8,80788.52738554691,80960.70841624007,80780.68626863028,80955.4810049623
"(3, 9, 10)",80776.5425477034,80963.35180267824,"[5996, 11002, 1551, 9979]",1551,3,12,8,80788.5425477034,80971.35180267824,80780.70143078676,80966.12439140047
"(6, 11, 12)",80776.54379685115,80951.52770255173,"[11842, 8153, 1340, 7193]",1340,3,12,8,80788.54379685115,80959.52770255173,80780.70267993452,80954.30029127396
"(3, 9, 11)",80776.54938805007,80964.68186124568,"[5996, 11002, 2997, 8533]",2997,3,12,8,80788.54938805007,80972.68186124568,80780.70827113344,80967.45444996792
"(4, 17)",80779.5769170315,80983.00106799776,"[8015, 18404, 2109]",2109,2,9,6,80788.5769170315,80989.00106799776,80782.69607934402,80985.08050953943
"(1, 3, 5)",80776.59671626303,80964.99191719166,"[1967, 4029, 3964, 18568]",1967,3,12,8,80788.59671626303,80972.99191719166,80780.75559934639,80967.76450591389
"(1, 5, 6)",80776.71354695703,80955.98181508674,"[1967, 7993, 1882, 16686]",1882,3,12,8,80788.71354695703,80963.98181508674,80780.8724300404,80958.75440380897
"(6, 13, 18)",80776.75225106675,80957.02711046705,"[11842, 10721, 4624, 1341]",1341,3,12,8,80788.75225106675,80965.02711046705,80780.91113415011,80959.79969918929
"(6, 9)",80779.75962914781,80953.56161412195,"[11842, 5156, 11530]",5156,2,9,6,80788.75962914781,80959.56161412195,80782.87879146033,80955.64105566363
"(5, 6, 19)",80776.76934059737,80960.60786033419,"[9960, 1882, 16046, 640]",640,3,12,8,80788.76934059737,80968.60786033419,80780.92822368073,80963.38044905642
"(3, 10)",80779.80756497703,80967.26311912155,"[5996, 12553, 9979]",5996,2,9,6,80788.80756497703,80973.26311912155,80782.92672728955,80969.34256066322
"(1, 2, 7)",80776.91023190848,80957.97003616579,"[1967, 2005, 9668, 14888]",1967,3,12,8,80788.91023190848,80965.97003616579,80781.06911499184,80960.74262488802
"(6, 8, 14)",80776.99644256517,80954.37632538685,"[11842, 3523, 8302, 4861]",3523,3,12,8,80788.99644256517,80962.37632538685,80781.15532564853,80957.14891410909
"(3, 5)",80780.01055967622,80970.65167921493,"[5996, 3964, 18568]",3964,2,9,6,80789.01055967622,80976.65167921493,80783.12972198873,80972.73112075661
"(4, 18, 19)",80777.02284475442,80981.89011232727,"[8015, 19172, 701, 640]",640,3,12,8,80789.02284475442,80989.89011232727,80781.18172783779,80984.6627010495
"(4, 17, 18)",80777.02563503342,80981.70186214129,"[8015, 18404, 768, 1341]",768,3,12,8,80789.02563503342,80989.70186214129,80781.18451811679,80984.47445086352
"(1, 3, 9)",80777.05183162366,80962.52933865832,"[1967, 4029, 11002, 11530]",1967,3,12,8,80789.05183162366,80970.52933865832,80781.21071470702,80965.30192738055
"(6, 7, 14)",80777.05511605296,80954.7094426322,"[11842, 1798, 10027, 4861]",1798,3,12,8,80789.05511605296,80962.7094426322,80781.21399913632,80957.48203135443
"(6, 7, 18)",80777.07341951213,80954.55754842155,"[11842, 1798, 13547, 1341]",1341,3,12,8,80789.07341951213,80962.55754842155,80781.2323025955,80957.33013714378
"(1, 2, 5)",80777.08458829798,80964.93262024058,"[1967, 2005, 5988, 18568]",1967,3,12,8,80789.08458829798,80972.93262024058,80781.24347138134,80967.70520896281
"(5, 16, 19)",80777.08640608934,80962.66395485931,"[9960, 15624, 2304, 640]",640,3,12,8,80789.08640608934,80970.66395485931,80781.2452891727,80965.43654358154
"(6, 8, 10)",80777.10973410116,80948.12827182768,"[11842, 3523, 3184, 9979]",3184,3,12,8,80789.10973410116,80956.12827182768,80781.26861718453,80950.90086054991
"(3, 10, 11)",80777.16470406429,80967.67493259774,"[5996, 12553, 1446, 8533]",1446,3,12,8,80789.16470406429,80975.67493259774,80781.32358714765,80970.44752131998
"(1, 6, 14)",80777.20542881207,80959.04597040771,"[1967, 9875, 11825, 4861]",1967,3,12,8,80789.20542881207,80967.04597040771,80781.36431189544,80961.81855912994
"(3, 9, 17)",80777.23343143595,80967.33590279974,"[5996, 11002, 9421, 2109]",2109,3,12,8,80789.23343143595,80975.33590279974,80781.39231451931,80970.10849152197
"(6, 12, 16)",80777.23431157332,80953.55186407478,"[11842, 9493, 4249, 2944]",2944,3,12,8,80789.23431157332,80961.55186407478,80781.39319465669,80956.32445279701
"(2, 3, 10)",80777.35158305886,80968.2871397777,"[3972, 2024, 12553, 9979]",2024,3,12,8,80789.35158305886,80976.2871397777,80781.51046614222,80971.05972849994
"(6, 9, 19)",80777.41991523566,80952.98024865045,"[11842, 5156, 10890, 640]",640,3,12,8,80789.41991523566,80960.98024865045,80781.57879831902,80955.75283737268
"(5, 16, 17)",80777.44197829744,80962.6417505287,"[9960, 15624, 835, 2109]",835,3,12,8,80789.44197829744,80970.6417505287,80781.60086138081,80965.41433925093
"(3, 9)",80780.46567503683,80968.1891006816,"[5996, 11002, 11530]",5996,2,9,6,80789.46567503683,80974.1891006816,80783.58483734935,80970.26854222328
"(6, 12, 17)",80777.50836738563,80953.78712046196,"[11842, 9493, 5084, 2109]",2109,3,12,8,80789.50836738563,80961.78712046196,80781.66725046899,80956.55970918419
