model_name,model_tag,N_sim,seed,raw_input,n_emp_all_individuals,n_emp_full_individuals,global_mode,alpha_q0,mle_cutoffs,empirical_mean_y0,empirical_mean_y5,empirical_mean_y10,empirical_mean_y20,simulated_mean_y0,simulated_mean_y5,simulated_mean_y10,simulated_mean_y20,empirical_median_y0,empirical_median_y5,empirical_median_y10,empirical_median_y20,simulated_median_y0,simulated_median_y5,simulated_median_y10,simulated_median_y20,ks_year_max_stat,ks_year_max_p,ks_cum_y5_stat,ks_cum_y5_p,emp_cum_gini,sim_cum_gini,emp_top_1pct_share,sim_top_1pct_share,emp_top_10pct_share,sim_top_10pct_share
Zhang-ARW4,zhang_arw4,10000,63,/Users/samlunemagid/Desktop/shockley_repo/data/adjusted_productivity.csv,2086,510,0.6895747100978533,4.536448002095241,"(4, 7, 13)",4.5364480020952405,7.645803853061081,6.612720758894218,6.547802636390854,4.483452269137636,7.859276460194975,6.642261873590975,6.270681087710547,3.3456189356921056,6.157757287845962,4.9262058302767695,4.493036099511478,3.1467792145297855,6.537384273234453,5.513982233528728,5.215596936964751,0.03679803921568627,0.5145480327250125,0.0884764705882353,0.0009350734976684545,0.36042979192500413,0.1760865717902822,0.04654079608594461,0.021255218560553596,0.2568323803222578,0.16550571278057175
