model,n,intercept,beta,sigma_resid,var_resid,implied_stationary_mean_log,implied_stationary_var_log,mean_resid,sd_resid
global,34701,0.6465857306170893,0.5559149604129565,0.9306866383375181,0.8661776187799902,1.4559953004009145,1.25358838134256,2.5226611638178825e-16,0.9306866383375181
