empirical_mean_y0,empirical_mean_y5,empirical_mean_y10,empirical_mean_y20,simulated_mean_y0,simulated_mean_y5,simulated_mean_y10,simulated_mean_y20,empirical_median_y0,empirical_median_y5,empirical_median_y10,empirical_median_y20,simulated_median_y0,simulated_median_y5,simulated_median_y10,simulated_median_y20,simulated_y20_q95,simulated_y20_q99,simulated_y20_max,ks_year_max_stat,ks_year_max_p,ks_cum_y5_stat,ks_cum_y5_p
4.3046789420568725,7.7293193247281256,6.428625690650365,5.797863158935677,4.312892346378452,8.480228505910848,7.099735238174335,6.567644905326985,3.2254690051933212,6.352936743250421,4.6144047052993615,3.694654372707577,2.98269945533404,4.429548470665279,3.5936382646805716,3.079876956181123,24.118516130839094,54.04356121241561,577.6962054124053,0.07570492753623181,0.0007687334213126819,0.048972463768115926,0.07377520085663114
