model,source,stage,n,mu_hat,alpha_hat,ks_stat,mean,sd,q01,q50,q99
All empirical,empirical,B. years 1-4,8851,0.0,3.8794699794521175,0.10104029915079127,0.7566857884186432,5.414003638482167,-13.371327176636445,0.0,15.42888817528625
All empirical,empirical,C. years 5-7,6401,-0.19070829847287118,3.937164819826284,0.09094968404731696,-0.4293101121232969,5.62234487365489,-15.275857311920209,-0.19070829847287118,15.502144313699768
All empirical,empirical,D. years 8-20,17382,-0.07930790735506177,3.3630526676202637,0.10404127975652189,-0.22096704639996964,4.886889483909737,-13.966737360017662,-0.07930790735506177,13.73290705067161
AR(1)-GRW-S,simulated,B. years 1-4,200000,0.12181924673383548,7.22327337989978,0.07412131395665594,0.42762209972361104,14.895179634539138,-41.10550396862561,0.12181924673383548,44.865388814852
AR(1)-GRW-S,simulated,C. years 5-7,150000,-0.06286389126138414,6.684556965056061,0.07420460474421664,-0.24451890033770254,13.86638384280566,-41.24041770537737,-0.06286389126138414,39.0972561534037
AR(1)-GRW-S,simulated,D. years 8-20,600000,-0.022859985063601873,5.661785728029424,0.08152105546217359,-0.09825224163089631,12.45181098185916,-35.300156456596675,-0.022859985063601873,34.932199553151264
