empirical_mean_y0,empirical_mean_y5,empirical_mean_y10,empirical_mean_y20,simulated_mean_y0,simulated_mean_y5,simulated_mean_y10,simulated_mean_y20,empirical_median_y0,empirical_median_y5,empirical_median_y10,empirical_median_y20,simulated_median_y0,simulated_median_y5,simulated_median_y10,simulated_median_y20,empirical_frac_zero_y0,empirical_frac_zero_y5,empirical_frac_zero_y10,empirical_frac_zero_y20,simulated_frac_zero_y0,simulated_frac_zero_y5,simulated_frac_zero_y10,simulated_frac_zero_y20,dropout_gamma_log1p_q,dropout_delta_log1p_active_run_excess,dropout_nll,restart_rho_zero_run_excess,restart_duration_nll,p_init_active,gamma_q0_shape,gamma_q0_scale,gamma_q0_rate,alpha_restart,lambda_restart,restart_n,simulated_y20_q95,simulated_y20_q99,simulated_y20_max,ks_year_max_stat,ks_year_max_p,ks_cum_y5_stat,ks_cum_y5_p,ks_zero_count_stat,ks_zero_count_p
4.3046789420568725,7.7293193247281256,6.428625690650365,5.797863158935677,4.319175644649354,7.567230895923274,6.387522836070964,5.903817068023258,3.2254690051933212,6.352936743250421,4.6144047052993615,3.694654372707577,3.599285901655728,5.6805785836622995,4.419698956866897,3.9327931548922335,0.2097631706138231,0.1137461572244181,0.14608512874408827,0.18181818181818182,0.20858,0.11984,0.14176,0.14514,0.840087227436458,-0.9965346786447429,7903.912962573691,0.2992232754767833,3479.3443380197377,0.7902368293861769,2.15167023161791,2.531674038263246,0.3949955582299252,4.299784306131943,0.23256980555371004,3061,18.62574150372127,34.191769089419665,199.16579952450437,0.09140492753623186,2.1131363119434476e-05,0.032210434782608655,0.4700833379853564,0.06828521739130433,0.003320017042067248
