empirical_mean_y0,empirical_mean_y5,empirical_mean_y10,empirical_mean_y20,simulated_mean_y0,simulated_mean_y5,simulated_mean_y10,simulated_mean_y20,empirical_median_y0,empirical_median_y5,empirical_median_y10,empirical_median_y20,simulated_median_y0,simulated_median_y5,simulated_median_y10,simulated_median_y20,simulated_y20_q95,simulated_y20_q99,simulated_y20_max,ks_year_max_stat,ks_year_max_p,ks_cum_y5_stat,ks_cum_y5_p
4.3046789420568725,7.7293193247281256,6.428625690650365,5.797863158935677,4.312892346378452,9.102220404229918,7.3086565466890585,6.365236401148774,3.2254690051933212,6.352936743250421,4.6144047052993615,3.694654372707577,2.98269945533404,4.898319960302852,3.6941783040428398,2.9852738532943297,23.41436050727731,52.40035525725038,562.2251091747298,0.07610492753623188,0.0007073917074060165,0.04318579710144927,0.15312945975731196
