empirical_mean_y0,empirical_mean_y5,empirical_mean_y10,empirical_mean_y20,simulated_mean_y0,simulated_mean_y5,simulated_mean_y10,simulated_mean_y20,empirical_median_y0,empirical_median_y5,empirical_median_y10,empirical_median_y20,simulated_median_y0,simulated_median_y5,simulated_median_y10,simulated_median_y20,simulated_y20_q95,simulated_y20_q99,simulated_y20_max,ks_year_max_stat,ks_year_max_p,ks_cum_y5_stat,ks_cum_y5_p
4.3046789420568725,7.7293193247281256,6.428625690650365,5.797863158935677,4.227637006912868,191.72675784342448,1345.1887851253223,42013.568768125115,3.2254690051933212,6.352936743250421,4.6144047052993615,3.694654372707577,2.88156335958016,5.147380690230026,3.7605213159788216,2.771431980164565,7617.955862254564,197418.7502474915,66887717.34903666,0.1228304347826087,6.036175208169865e-09,0.26768115942028986,2.729471178891825e-41
