model,n,mean_log_delta,sigma_log_delta,var_log_delta,sample_mean_log_delta,sample_sd_log_delta
global,34701,0.006177781055726916,1.0576241148025713,1.1185687682119225,0.006177781055726916,1.0576241148025713
