empirical_mean_y0,empirical_mean_y5,empirical_mean_y10,empirical_mean_y20,simulated_mean_y0,simulated_mean_y5,simulated_mean_y10,simulated_mean_y20,empirical_median_y0,empirical_median_y5,empirical_median_y10,empirical_median_y20,simulated_median_y0,simulated_median_y5,simulated_median_y10,simulated_median_y20,empirical_frac_zero_y0,empirical_frac_zero_y5,empirical_frac_zero_y10,empirical_frac_zero_y20,simulated_frac_zero_y0,simulated_frac_zero_y5,simulated_frac_zero_y10,simulated_frac_zero_y20,dropout_gamma_log1p_q,dropout_nll,restart_rho_zero_run_excess,restart_duration_nll,p_init_active,gamma_q0_shape,gamma_q0_scale,gamma_q0_rate,alpha_restart,lambda_restart,restart_n,simulated_y20_q95,simulated_y20_q99,simulated_y20_max,ks_year_max_stat,ks_year_max_p,ks_cum_y5_stat,ks_cum_y5_p,ks_zero_count_stat,ks_zero_count_p
4.3046789420568725,7.7293193247281256,6.428625690650365,5.797863158935677,4.303148729441326,7.55515834093207,6.2010695218293765,5.633789565518374,3.2254690051933212,6.352936743250421,4.6144047052993615,3.694654372707577,3.5935858137367553,5.525963417948632,4.268492109974768,3.645001361202127,0.2097631706138231,0.1137461572244181,0.14608512874408827,0.18181818181818182,0.211,0.1224,0.1507,0.1826,1.1885530696134916,7006.503433255784,0.2992232754767833,3479.3443380197377,0.7902368293861769,2.15167023161791,2.531674038263246,0.3949955582299252,4.299784306131943,0.23256980555371004,3061,18.353265918915476,34.46973320518998,116.06192392368216,0.08424492753623189,0.00019571732786380925,0.028430434782608694,0.6623513680124521,0.13939565217391303,2.1055267598624187e-11
