prod_bin,n,dropout_rate,mean_q_t,median_q_t,source,bin_mid,se,lower,upper
"(1.0890000000000002, 2.181]",3760,0.20079787234042554,1.5584083617975284,1.5020676207365846,Empirical,1.5584083617975284,0.006533019381197491,0.18799315435327846,0.21360259032757262
"(2.181, 3.229]",3687,0.17493897477624085,2.6872657080242495,2.6448091533287252,Empirical,2.6872657080242495,0.006256763736525451,0.16267571785265098,0.18720223169983072
"(3.229, 4.419]",3575,0.13454545454545455,3.8156066603447307,3.811036551090419,Empirical,3.8156066603447307,0.005707141280558506,0.12335945763555987,0.14573145145534921
"(4.419, 5.829]",3700,0.0872972972972973,5.131218223869673,5.084821644986893,Empirical,5.131218223869673,0.004640493892105829,0.07820192926876987,0.09639266532582472
"(5.829, 7.622]",3631,0.07353346185623795,6.704440421058591,6.691237871384211,Empirical,6.704440421058591,0.0043315591654849534,0.06504360589188744,0.08202331782058846
"(7.622, 10.037]",3711,0.0479655079493398,8.73254340585258,8.706188398954271,Empirical,8.73254340585258,0.003507885331342044,0.04109005269990939,0.05484096319877021
"(10.037, 14.001]",3592,0.028953229398663696,11.763405479854308,11.65745760505647,Empirical,11.763405479854308,0.002797695316323175,0.023469746578670275,0.03443671221865712
"(14.001, 80.687]",3666,0.019094380796508457,20.622868613375385,18.3927022890417,Empirical,20.622868613375385,0.0022603212635686877,0.01466415111991383,0.023524610473103086
"(1.0890000000000002, 2.181]",92682,0.21299712997129971,1.6697884259505067,1.6848354558370944,Simulated,1.6697884259505067,0.001344860801359705,0.2103612028006347,0.21563305714196473
"(2.181, 3.229]",105042,0.15500466480074637,2.7069678042721943,2.7078607968065214,Simulated,2.7069678042721943,0.001116652515978914,0.1528160258694277,0.15719330373206505
"(3.229, 4.419]",110918,0.11796101624623596,3.8111779530291647,3.8047092720495295,Simulated,3.8111779530291647,0.000968527882112162,0.11606270159729612,0.11985933089517581
"(4.419, 5.829]",109014,0.09191479993395343,5.096594358269998,5.0824798835107945,Simulated,5.096594358269998,0.0008750137634558284,0.09019977295758001,0.09362982691032685
"(5.829, 7.622]",104328,0.07284717429644966,6.675859734495262,6.64912245169954,Simulated,6.675859734495262,0.0008046028700195401,0.07127015267121135,0.07442419592168796
"(7.622, 10.037]",93364,0.05450709052739814,8.731924777479612,8.68328468130925,Simulated,8.731924777479612,0.0007429608230315691,0.053050887314256265,0.055963293740540015
"(10.037, 14.001]",84571,0.04009648697544076,11.772054902171199,11.651663165317391,Simulated,11.772054902171199,0.0006746153512038532,0.0387742408870812,0.04141873306380031
"(14.001, 80.687]",96697,0.022296451803054902,21.96521815978728,18.93046084687019,Simulated,21.96521815978728,0.0004748046608461079,0.02136583466779653,0.023227068938313274
