model,source,stage,n,mu_hat,alpha_hat,ks_stat,mean,sd,q01,q50,q99
All empirical,empirical,B. years 1-4,8851,0.0,3.8794699794521175,0.10104029915079127,0.7566857884186432,5.414003638482167,-13.371327176636445,0.0,15.42888817528625
All empirical,empirical,C. years 5-7,6401,-0.19070829847287118,3.937164819826284,0.09094968404731696,-0.4293101121232969,5.62234487365489,-15.275857311920209,-0.19070829847287118,15.502144313699768
All empirical,empirical,D. years 8-20,17382,-0.07930790735506177,3.3630526676202637,0.10404127975652189,-0.22096704639996964,4.886889483909737,-13.966737360017662,-0.07930790735506177,13.73290705067161
Hurdle-AR(1)-GRW-PG-ZD,simulated,B. years 1-4,40000,0.2534567125566442,4.235798665323779,0.05602734986920055,0.7137040285168824,6.807254411613334,-18.288027019795667,0.2534567125566442,21.774402758833766
Hurdle-AR(1)-GRW-PG-ZD,simulated,C. years 5-7,30000,0.0,4.353342770515461,0.05605477052949792,-0.38034474311339617,7.088652349499801,-20.98634521458637,0.0,20.144652926161978
Hurdle-AR(1)-GRW-PG-ZD,simulated,D. years 8-20,120000,0.0,3.802536242893282,0.049956151941439764,-0.06502787883945889,6.455002267954411,-19.21230095055949,0.0,19.016388519960497
