year,n,frac_zero,mean_prod,median_prod,mean_log_prod_pos,var_log_prod_pos,q25_prod,q50_prod,q75_prod,q90_prod,q95_prod
0,50000,0.20858,4.319175644649354,3.599285901655728,1.4471956341250438,0.5862554780263146,1.0976589372560845,3.599285901655728,6.422423961507404,9.687649803671755,11.957967820141842
1,50000,0.20924,4.706380376228383,3.4610264178823336,1.4555061972646681,0.7796326294820284,1.030643148240584,3.4610264178823336,6.61246564173151,10.867972359771453,14.297732516299833
2,50000,0.15352,5.929189145959059,4.4772192997728055,1.5983271891800375,0.8647657046587388,1.8247091406557738,4.4772192997728055,8.08742081657494,13.243393605095557,17.331368077533593
3,50000,0.1238,6.973195841526191,5.099979492052755,1.7167310692370865,0.8370316108347436,2.3447202778153917,5.099979492052755,9.301034561615989,15.308652297557174,20.31359515235455
4,50000,0.12438,7.3696669860806745,5.445900443272791,1.784203548301085,0.8011982419409441,2.5215891215833124,5.445900443272791,9.856284119951006,16.09829961106243,21.50683718159242
5,50000,0.12314,7.577882108753896,5.6117737306254885,1.8179932195619268,0.7828279904069676,2.6743785768985644,5.6117737306254885,10.136094638844753,16.473882315252506,21.95589528648224
6,50000,0.13068,7.128572432710542,5.21757755934139,1.7604773738066604,0.7837194591722726,2.4070511025323884,5.21757755934139,9.49583811356896,15.750223543221622,21.116488937759144
7,50000,0.12698,6.841758008136668,4.96215733693636,1.7035210162764987,0.8135487731210386,2.278427280750555,4.96215733693636,9.049996488483316,15.049913303851003,20.079875639475965
8,50000,0.14472,6.561847093686846,4.605397502777501,1.6671374087876867,0.8291205171061268,2.0179300024288973,4.605397502777501,8.649509267850503,14.543157807425626,19.884763110259374
9,50000,0.1375,6.38282065887246,4.527693501510481,1.6312957767172973,0.8409537185492835,1.9916339129948881,4.527693501510481,8.41329571865065,14.162836542710608,19.173892460795187
10,50000,0.15226,6.280400951488652,4.330990373160571,1.6189110232258508,0.861590775765043,1.8025842853653062,4.330990373160571,8.269693056591677,14.172333416890428,19.307425751579252
11,50000,0.15416,6.263641287551859,4.274981579193417,1.6087857600415378,0.8808663256117223,1.7242278146056629,4.274981579193417,8.252404201427318,14.204366130237165,19.492253274568032
12,50000,0.15948,5.966929972001955,4.15538509224997,1.5848373287117385,0.8537354276922543,1.663590790464267,4.15538509224997,7.995701442920691,13.512772843972988,18.279281681998402
13,50000,0.15638,5.955318070060127,3.997733491435744,1.5470366097005672,0.9198557054971999,1.5785070672070618,3.997733491435744,7.837057039792292,13.524700040861957,18.489130001912535
14,50000,0.17604,5.561879219798108,3.650695157041376,1.495348702548441,0.9364860632137048,1.2893501961074822,3.650695157041376,7.352420633938121,12.844508034209454,17.72012820943124
15,50000,0.17004,5.673896183741962,3.74574948710577,1.5044453839860286,0.947167780765593,1.3449095604854917,3.74574948710577,7.4927952426473174,13.082444419485395,18.11371956506713
16,50000,0.17422,5.744118245908644,3.784483883545718,1.5256531065499261,0.9352720779953864,1.3589306082235773,3.784483883545718,7.5869594775674205,13.363024118882617,18.43267871701836
17,50000,0.17346,5.899198938495093,3.927820003062971,1.5537351038029406,0.9369640084228349,1.400045888857809,3.927820003062971,7.7862678838477,13.65527685620731,18.762610484843126
18,50000,0.20988,5.505030389637547,3.6037981419857292,1.5316662943780348,0.9349793703987453,0.9579763105706147,3.6037981419857292,7.3850868616254655,12.8945555067005,17.88933062849986
19,50000,0.19528,5.633441961257793,3.698015450808346,1.5261522356459374,0.9647791914466544,1.1122503956862129,3.698015450808346,7.468314086806918,13.187333864505314,18.434092350153392
20,50000,0.1847,5.603270316065734,3.635054765819182,1.500043316942559,0.9888057373095089,1.1663575435927045,3.635054765819182,7.456395528270752,13.12395363207539,18.24818199129901
