n_restart_events,n_restart_events_with_prior_positive,restart_log_mu,restart_log_sd_empirical,restart_memory_phi,restart_memory_sigma,restart_memory_sse
3061,2625,1.205989685138815,0.6903825858744158,0.587011794227168,0.6258224222457361,1028.090973486991
