empirical_mean_y0,empirical_mean_y5,empirical_mean_y10,empirical_mean_y20,simulated_mean_y0,simulated_mean_y5,simulated_mean_y10,simulated_mean_y20,empirical_median_y0,empirical_median_y5,empirical_median_y10,empirical_median_y20,simulated_median_y0,simulated_median_y5,simulated_median_y10,simulated_median_y20,empirical_frac_zero_y0,empirical_frac_zero_y5,empirical_frac_zero_y10,empirical_frac_zero_y20,simulated_frac_zero_y0,simulated_frac_zero_y5,simulated_frac_zero_y10,simulated_frac_zero_y20,scholar_effect_tau_mom,scholar_effect_sd_empirical_shrunk,positive_ar1_effect_scale,hurdle_effect_scale,init_active_effect_scale,init_magnitude_effect_scale,restart_magnitude_effect_scale,init_active_scholar_coef,dropout_gamma_log1p_q,dropout_delta_log1p_active_run_excess,dropout_scholar_coef_per_tau,dropout_nll,restart_rho_zero_run_excess,restart_scholar_coef_per_tau,restart_duration_nll,p_init_active,gamma_q0_shape,gamma_q0_scale,gamma_q0_rate,alpha_restart,lambda_restart,restart_n,simulated_y20_q95,simulated_y20_q99,simulated_y20_max,ks_year_max_stat,ks_year_max_p,ks_cum_y5_stat,ks_cum_y5_p,ks_zero_count_stat,ks_zero_count_p
4.3046789420568725,7.7293193247281256,6.428625690650365,5.797863158935677,4.346793532846611,7.911634809957428,6.707016178590749,6.309462526307485,3.2254690051933212,6.352936743250421,4.6144047052993615,3.694654372707577,3.4693151562381805,5.611242714866993,4.410432379387473,3.9040760632388976,0.2097631706138231,0.1137461572244181,0.14608512874408827,0.18181818181818182,0.21536,0.11234,0.13784,0.15052,0.5625047022578336,0.5235036094384394,0.2,0.75,1.0,0.45,0.4,0.9134687758244183,0.43149976442566396,-0.931084632357183,-0.47269217928790636,7810.994770959116,0.2908537554047681,0.23723848643029716,3461.256871254434,0.7902368293861769,2.15167023161791,2.531674038263246,0.3949955582299252,4.299784306131943,0.23256980555371004,3061,20.825135732500847,40.07086246438365,174.49618962316936,0.0889049275362318,3.9190065922392534e-05,0.03758840579710146,0.28390399029342617,0.07406521739130434,0.0010760478028855399
