empirical_mean_y0,empirical_mean_y5,empirical_mean_y10,empirical_mean_y20,simulated_mean_y0,simulated_mean_y5,simulated_mean_y10,simulated_mean_y20,empirical_median_y0,empirical_median_y5,empirical_median_y10,empirical_median_y20,simulated_median_y0,simulated_median_y5,simulated_median_y10,simulated_median_y20,simulated_y20_q95,simulated_y20_q99,simulated_y20_max,ks_year_max_stat,ks_year_max_p,ks_cum_y5_stat,ks_cum_y5_p
4.3046789420568725,7.7293193247281256,6.428625690650365,5.797863158935677,4.318664786285919,8.926960577451203,7.244810375703595,6.264975321832511,3.2254690051933212,6.352936743250421,4.6144047052993615,3.694654372707577,3.0190734347648633,4.679094331769932,3.7465272561416403,2.969145304429244,23.06865988845576,48.97871800731954,200.61354844455866,0.06552028985507247,0.007461130371690613,0.04484927536231884,0.14431500405822079
