model,n,intercept_log_delta,beta_log_prod,sigma_log_delta,mean_log_delta,sample_sd_log_delta
global,34701,0.6465857306171022,-0.4440850395870535,0.9306866383375181,0.006177781055726916,1.0576241148025713
