model,source,stage,n,mu_hat,alpha_hat,ks_stat,mean,sd,q01,q50,q99
All empirical,empirical,B. years 1-4,8851,0.0,3.8794699794521175,0.10104029915079127,0.7566857884186432,5.414003638482167,-13.371327176636445,0.0,15.42888817528625
All empirical,empirical,C. years 5-7,6401,-0.19070829847287118,3.937164819826284,0.09094968404731696,-0.4293101121232969,5.62234487365489,-15.275857311920209,-0.19070829847287118,15.502144313699768
All empirical,empirical,D. years 8-20,17382,-0.07930790735506177,3.3630526676202637,0.10404127975652189,-0.22096704639996964,4.886889483909737,-13.966737360017662,-0.07930790735506177,13.73290705067161
Naïve-GRW-Y-Stab,simulated,B. years 1-4,40000,0.3491659172167876,6.67062305632386,0.07703373970337354,0.9378128857275758,14.118926712339015,-34.07966050965482,0.3491659172167876,41.717272144698995
Naïve-GRW-Y-Stab,simulated,C. years 5-7,30000,-0.13755952195463378,7.089375123216149,0.07374476773113559,-0.3410345722574228,14.217543802166954,-42.437080707399005,-0.13755952195463378,41.52533937833891
Naïve-GRW-Y-Stab,simulated,D. years 8-20,120000,-0.016838262549236482,5.597051360948295,0.08122631486348508,-0.1365734615705353,12.013673336572529,-35.25874196966331,-0.016838262549236482,34.257742410742075
