model,source,stage,n,mu_hat,alpha_hat,ks_stat,mean,sd,q01,q50,q99
All empirical,empirical,B. years 1-4,8851,0.0,3.8794699794521175,0.10104029915079127,0.7566857884186432,5.414003638482167,-13.371327176636445,0.0,15.42888817528625
All empirical,empirical,C. years 5-7,6401,-0.19070829847287118,3.937164819826284,0.09094968404731696,-0.4293101121232969,5.62234487365489,-15.275857311920209,-0.19070829847287118,15.502144313699768
All empirical,empirical,D. years 8-20,17382,-0.07930790735506177,3.3630526676202637,0.10404127975652189,-0.22096704639996964,4.886889483909737,-13.966737360017662,-0.07930790735506177,13.73290705067161
Hurdle-AR(1)-GRW-P-SE,simulated,B. years 1-4,4000,0.33628032565820387,4.368123067983984,0.049701831680550035,0.8049351379972247,6.9585188543030485,-18.283522904959447,0.33628032565820387,21.47347113308083
Hurdle-AR(1)-GRW-P-SE,simulated,C. years 5-7,3000,-0.013979271623185796,4.7485657925594476,0.05495139991808662,-0.508722999860702,7.583036778051236,-21.094345034027207,-0.013979271623185796,20.77905212277648
Hurdle-AR(1)-GRW-P-SE,simulated,D. years 8-20,12000,0.0,3.7658458573471276,0.06071430545604184,-0.09140867679507503,6.71914253618607,-18.444763467666036,0.0,18.748161483127653
