n_scholars_with_positive_years,sigma_within2_centered_log_q,raw_var_scholar_mean_centered_log_q,mean_noise_var,tau_scholar2_mom,tau_scholar_mom,sd_shrunk_scholar_effect,mean_shrinkage,median_shrinkage
2425,0.31389088614092236,0.351589760853018,0.0351782207908441,0.3164115400621739,0.5625047022578336,0.5235036094384394,0.9083551357898837,0.9291001116184515
