model,n,intercept,beta,scholar_coef_per_tau,sigma_resid,var_resid,implied_stationary_mean_log_u0,implied_stationary_var_log_u0,mean_resid,sd_resid
global_positive_se,26499,1.2661142632256293,0.21074070118726523,0.48380234406030237,0.5612281211387011,0.3149770039568766,1.604180356354644,0.32961578245977,8.947143188601511e-16,0.5612281211387011
