empirical_mean_y0,empirical_mean_y5,empirical_mean_y10,empirical_mean_y20,simulated_mean_y0,simulated_mean_y5,simulated_mean_y10,simulated_mean_y20,empirical_median_y0,empirical_median_y5,empirical_median_y10,empirical_median_y20,simulated_median_y0,simulated_median_y5,simulated_median_y10,simulated_median_y20,empirical_frac_zero_y0,empirical_frac_zero_y5,empirical_frac_zero_y10,empirical_frac_zero_y20,simulated_frac_zero_y0,simulated_frac_zero_y5,simulated_frac_zero_y10,simulated_frac_zero_y20,scholar_effect_tau_mom,scholar_effect_sd_empirical_shrunk,scholar_effect_draw_mode,init_active_scholar_coef_per_tau,dropout_gamma_log1p_q,dropout_scholar_coef_per_tau,dropout_nll,restart_scholar_coef_per_tau,restart_nll,positive_ar1_scholar_coef_per_tau,p_init_active_raw,alpha_q0_pos,lambda_q0_pos,alpha_restart,lambda_restart,restart_n,simulated_y20_q95,simulated_y20_q99,simulated_y20_max,ks_year_max_stat,ks_year_max_p,ks_cum_y5_stat,ks_cum_y5_p,ks_zero_count_stat,ks_zero_count_p
4.3046789420568725,7.7293193247281256,6.428625690650365,5.797863158935677,4.373546772277216,7.941419981118603,6.3672222159937855,5.3183468599955965,3.2254690051933212,6.352936743250421,4.6144047052993615,3.694654372707577,2.6849176899244194,5.70716282218406,4.473653777533357,3.207886696222775,0.2097631706138231,0.1137461572244181,0.14608512874408827,0.18181818181818182,0.196,0.119,0.155,0.198,0.5625047022578336,0.5235036094384394,normal,0.5138304824393617,0.556907232166342,-0.7027233586475453,8383.323709355767,0.28817476888171817,3613.962926754478,0.5195259425541734,0.7902368293861769,5.4473276642909285,0.18357625272945072,4.299784306131943,0.23256980555371004,3061,18.483765331750217,32.76637212867904,63.8479042681036,0.03407246376811594,0.713329912258419,0.07304347826086957,0.02406803760794502,0.08418840579710145,0.005688130416140563
