empirical_mean_y0,empirical_mean_y5,empirical_mean_y10,empirical_mean_y20,simulated_mean_y0,simulated_mean_y5,simulated_mean_y10,simulated_mean_y20,empirical_median_y0,empirical_median_y5,empirical_median_y10,empirical_median_y20,simulated_median_y0,simulated_median_y5,simulated_median_y10,simulated_median_y20,empirical_frac_zero_y0,empirical_frac_zero_y5,empirical_frac_zero_y10,empirical_frac_zero_y20,simulated_frac_zero_y0,simulated_frac_zero_y5,simulated_frac_zero_y10,simulated_frac_zero_y20,lambda_restart,alpha_restart,restart_n,simulated_y20_q95,simulated_y20_q99,simulated_y20_max,ks_year_max_stat,ks_year_max_p,ks_cum_y5_stat,ks_cum_y5_p,ks_zero_count_stat,ks_zero_count_p
4.3046789420568725,7.7293193247281256,6.428625690650365,5.797863158935677,4.249756083748968,7.304378680586446,6.033144529741366,5.240312425951554,3.2254690051933212,6.352936743250421,4.6144047052993615,3.694654372707577,2.4448882283746993,5.378458432758949,4.1629879330443575,3.405218739358692,0.2097631706138231,0.1137461572244181,0.14608512874408827,0.18181818181818182,0.211,0.1144,0.1424,0.1697,0.23256980555371004,4.299784306131943,3061,17.234543640082528,29.30386060079118,76.44523335654787,0.06954492753623188,0.0036841057384132646,0.06288695652173913,0.011573107150371732,0.14819565217391303,7.758759276443604e-13
