year,n,frac_zero,mean_prod,median_prod,mean_log_prod_pos,var_log_prod_pos,q25_prod,q50_prod,q75_prod,q90_prod,q95_prod
0,50000,0.20858,4.300162880948452,2.4917187749937058,1.1130660879496694,1.6578235306035145,0.28384203498253646,2.4917187749937058,6.277534782158795,11.334058834918247,15.06879979167321
1,50000,0.20982,4.293735088359064,2.821832589821104,1.2755182138319598,0.9947179930920415,0.6473129304554144,2.821832589821104,5.938986943449385,10.273355039374838,13.83015260956727
2,50000,0.15218,5.455343650631217,3.9988918202669237,1.5016511359706952,0.8744651506194211,1.62433617361885,3.9988918202669237,7.465291626436679,12.265608103330347,16.086017844823235
3,50000,0.11896,6.495304691615791,4.735993373942411,1.6353283221966322,0.8535720716467868,2.1728939625392916,4.735993373942411,8.663174927854033,14.223274695039546,18.887109837806683
4,50000,0.11706,6.9291244863922055,5.09126061528043,1.7093679250515488,0.8133196616993467,2.3909416675182964,5.09126061528043,9.165638422768478,15.180109266226077,20.298584543086
5,50000,0.11316,7.232325330864843,5.332783435044834,1.7584902049971634,0.7757302488514571,2.5981403579065088,5.332783435044834,9.582923603691027,15.688631866723961,20.74826997453448
6,50000,0.11906,6.892750925127735,4.994863707134094,1.707421352746875,0.7833139478711364,2.3660553811180303,4.994863707134094,9.073295008330401,15.068685128473167,20.267239619500643
7,50000,0.11478,6.580485479767927,4.7173252016134954,1.6473016173325392,0.8039051376734082,2.235364324904854,4.7173252016134954,8.651227818815382,14.285390405307174,19.252163978176007
8,50000,0.1325,6.2192480134398185,4.370981472433476,1.596653117647818,0.8366834552427538,1.9428483468548325,4.370981472433476,8.222250563474761,13.806652647483146,18.817158934864455
9,50000,0.1313,6.0087458677059775,4.266992734607408,1.563526724768375,0.8409202335849083,1.8796548065473684,4.266992734607408,7.963362155350404,13.347676050058283,18.08573129069551
10,50000,0.14582,5.9177795855974,4.095853219718839,1.5531206196885237,0.8626591053795793,1.7178632727921457,4.095853219718839,7.842471056913389,13.334481005083903,18.2568781710095
11,50000,0.14472,5.868005696751221,4.0373899139543745,1.5314063620338876,0.8800140819966752,1.65790104621916,4.0373899139543745,7.723982632139718,13.17822587140005,18.059390242344413
12,50000,0.1503,5.631201755943978,3.902786177962044,1.5105113798909482,0.8579521375796262,1.6076964298926666,3.902786177962044,7.501115210902389,12.739529843393536,17.322059491775917
13,50000,0.14818,5.56330188591887,3.7512469747959587,1.4759468197883543,0.8943902525880845,1.5370592697176155,3.7512469747959587,7.324294104570921,12.66599003294003,17.37195195978876
14,50000,0.16948,5.170801343259207,3.392305457362469,1.4167874350556373,0.9145204577828013,1.2524512284946039,3.392305457362469,6.848292468916361,11.985002566991245,16.436276792841376
15,50000,0.16218,5.2554376948719925,3.4123630280026447,1.408014518359824,0.9636022643311466,1.2719226394010568,3.4123630280026447,6.8729826369871265,12.17427527714393,17.02470231541405
16,50000,0.1686,5.233148880262787,3.4497452490712144,1.4250127461950304,0.9190869590772645,1.265578529844233,3.4497452490712144,6.886465685927809,12.156578099717532,16.60811288910999
17,50000,0.16646,5.390856221581614,3.555312851233375,1.4536593372877726,0.9189270837013624,1.3142261084989373,3.555312851233375,7.0806914247665755,12.473455805187067,17.35045947390628
18,50000,0.19972,5.003572980428353,3.215659576652473,1.415275477916169,0.9372751863126488,0.9515070486236469,3.215659576652473,6.655024488511813,11.883675311889524,16.429997797662846
19,50000,0.18438,5.18014838681355,3.376298336986057,1.4260108092108903,0.9650810447449294,1.104018462528147,3.376298336986057,6.834020591947403,12.17580430658865,16.938123329710052
20,50000,0.1744,5.1747954497742805,3.3364744953102807,1.400876838164868,0.9899462997185373,1.1485615659860655,3.3364744953102807,6.803288098699597,12.0416205907322,16.737486613615307
