model,n,intercept,beta,sigma_resid,var_resid,implied_stationary_mean_log,implied_stationary_var_log,mean_resid,sd_resid
global_positive,26499,0.7063268890136934,0.5979309239842218,0.6468691976810151,0.41843975890848023,1.7567302017178146,0.6512897897333916,-2.1504784108064469e-16,0.6468691976810151
