model,source,stage,n,mu_hat,alpha_hat,ks_stat,mean,sd,q01,q50,q99
All empirical,empirical,B. years 1-4,8851,0.0,3.8794699794521175,0.10104029915079127,0.7566857884186432,5.414003638482167,-13.371327176636445,0.0,15.42888817528625
All empirical,empirical,C. years 5-7,6401,-0.19070829847287118,3.937164819826284,0.09094968404731696,-0.4293101121232969,5.62234487365489,-15.275857311920209,-0.19070829847287118,15.502144313699768
All empirical,empirical,D. years 8-20,17382,-0.07930790735506177,3.3630526676202637,0.10404127975652189,-0.22096704639996964,4.886889483909737,-13.966737360017662,-0.07930790735506177,13.73290705067161
Naïve-GRW-S,simulated,B. years 1-4,200000,0.021424423486190308,66.58627346792545,0.33722654304031624,46.44073011295044,1004.261774674366,-143.11950068137693,0.021424423486190308,782.412962834435
Naïve-GRW-S,simulated,C. years 5-7,150000,0.0,351.7857041708739,0.3627327189623827,181.9728824215602,7881.593709980541,-1018.1972170119233,0.0,2952.9965326039046
Naïve-GRW-S,simulated,D. years 8-20,600000,0.0,20169.248455209407,0.44988467141178906,8099.047425629851,3776105.003490595,-6808.474053558407,0.0,18746.350338731045
