year,n,frac_zero,mean_prod,median_prod,mean_log_prod,var_log_prod,q25_prod,q50_prod,q75_prod,q90_prod,q95_prod
0,50000,0.0,4.312892346378452,2.98269945533404,1.1982171280842533,0.7936531212787536,1.2336338674632414,2.98269945533404,5.980609573430572,9.970281725934184,12.873631502300546
1,50000,0.08104,9.892407190649173,3.2725415435227267,1.3691741556802253,1.8141753663478337,0.90151391702402,3.2725415435227267,9.546874841233087,23.124806195233887,39.2096425024989
2,50000,0.12354,21.90874169086758,3.6928213349650787,1.536388714502165,2.7112655890869677,0.7060469620892956,3.6928213349650787,14.04567255508426,42.63505609260734,83.08499857790288
3,50000,0.14876,47.768666832363756,4.170020067581082,1.7004728956872766,3.548536042543884,0.5971058897372605,4.170020067581082,19.51353517755539,72.80805970775,159.53227114969022
4,50000,0.1647,96.05399951662045,4.652322040804721,1.8596276377468335,4.383667578457456,0.5158686403617758,4.652322040804721,25.934750558979246,116.91777888369715,288.2076490470907
5,50000,0.17792,195.65532764245094,5.322362839884804,2.0164679087020114,5.1980336405386565,0.4600292918616681,5.322362839884804,34.71098518420504,182.5481212850722,472.4695383485094
6,50000,0.20086,302.0672242982158,4.9028901403798715,2.011496611162364,5.722088440667485,0.2853557767488464,4.9028901403798715,36.66580755033194,213.91555012558527,613.9601840882707
7,50000,0.22272,494.652037500487,4.432055283364727,2.009693101305735,6.237477095075484,0.14785501121095176,4.432055283364727,39.373476811188276,253.67871041516784,804.4719371815914
8,50000,0.24216,741.5739749071315,4.174039580395538,2.0110740702670613,6.7162785454839,0.04001392045438751,4.174039580395538,40.45846395257601,302.447660983521,1038.6081784988116
9,50000,0.2547,1056.048917406427,4.010959445880624,2.030357598908949,7.147422325173905,0.0,4.010959445880624,43.10126764314424,355.6825432206415,1221.2664898216983
10,50000,0.27006,1813.5565041944328,3.761040947177004,2.043275770192463,7.578029656950514,0.0,3.761040947177004,46.869789861594796,406.92540344216155,1497.4218247884676
11,50000,0.28212,3200.2545004105737,3.5913341121360354,2.056614511257816,7.995853153440121,0.0,3.5913341121360354,48.70148444340959,466.8011615399278,1798.905956246938
12,50000,0.2949,5205.063991000732,3.3841797946184324,2.0749813420479293,8.397825379713277,0.0,3.3841797946184324,52.09309732142173,534.8384226230429,2157.7794495434496
13,50000,0.30482,5652.228210310483,3.237778899216919,2.0867862957236127,8.755470317337966,0.0,3.237778899216919,53.17849626824296,616.9060225426572,2521.4171897206106
14,50000,0.3111,7945.824078474872,3.1562811122728904,2.1072711349738884,9.105281360669471,0.0,3.1562811122728904,56.21713885294295,670.1900562534485,2952.6957207990254
15,50000,0.31716,13848.790978265524,3.1334602227275647,2.1418548777201356,9.550632901351177,0.0,3.1334602227275647,59.534657362007756,774.6373143556052,3639.2941797191124
16,50000,0.3229,19222.656000549137,3.0986409275154103,2.177152766497949,9.979098807609,0.0,3.0986409275154103,62.618550053423434,905.6862226949956,4488.665893653685
17,50000,0.32782,30972.313562160387,3.0382690189299337,2.2076506149329753,10.352952083563132,0.0,3.0382690189299337,67.55726090668576,1009.8700648752863,5115.243560049017
18,50000,0.33232,77796.03138204891,2.9859956038515327,2.2403134445850745,10.762314805483047,0.0,2.9859956038515327,73.22820801000819,1129.0170732784866,5898.36927268618
19,50000,0.33822,51870.537544668914,2.9293144159139817,2.2687133420399435,11.184970491655797,0.0,2.9293144159139817,78.35150728224893,1290.264639296437,6949.036788971567
20,50000,0.34362,97930.14308246532,2.9007570629063983,2.2984198222802124,11.597470130398571,0.0,2.9007570629063983,82.9348422302327,1514.6374758560964,8376.026522074677
