empirical_mean_y0,empirical_mean_y5,empirical_mean_y10,empirical_mean_y20,simulated_mean_y0,simulated_mean_y5,simulated_mean_y10,simulated_mean_y20,empirical_median_y0,empirical_median_y5,empirical_median_y10,empirical_median_y20,simulated_median_y0,simulated_median_y5,simulated_median_y10,simulated_median_y20,empirical_frac_zero_y0,empirical_frac_zero_y5,empirical_frac_zero_y10,empirical_frac_zero_y20,simulated_frac_zero_y0,simulated_frac_zero_y5,simulated_frac_zero_y10,simulated_frac_zero_y20,dropout_gamma_log1p_q,dropout_nll,restart_rho_zero_run_excess,restart_duration_nll,p_init_active,gamma_q0_shape,gamma_q0_scale,gamma_q0_rate,alpha_restart,lambda_restart,restart_n,simulated_y20_q95,simulated_y20_q99,simulated_y20_max,ks_year_max_stat,ks_year_max_p,ks_cum_y5_stat,ks_cum_y5_p,ks_zero_count_stat,ks_zero_count_p
4.3046789420568725,7.7293193247281256,6.428625690650365,5.797863158935677,4.303148729441326,7.823655026745577,6.272300053989808,5.5425224686994685,3.2254690051933212,6.352936743250421,4.6144047052993615,3.694654372707577,3.5935858137367553,5.945090013616613,4.463617308548854,3.5987616174851658,0.2097631706138231,0.1137461572244181,0.14608512874408827,0.18181818181818182,0.211,0.119,0.148,0.1817,1.1885530696134916,8604.20160042513,0.2992232754767833,3479.3443380197377,0.7902368293861769,2.15167023161791,2.531674038263246,0.3949955582299252,4.299784306131943,0.23256980555371004,3061,18.270492158225647,33.90139324491359,112.33947723813723,0.058944927536231886,0.02158948176164357,0.03874927536231884,0.27936222286158363,0.13239565217391305,2.5127517138242273e-10
