stage,n,intercept,beta,sigma_resid,var_resid,implied_stationary_mean_log,implied_stationary_var_log,mean_resid,sd_resid
0-4,8298,0.8726839607431043,0.5492298098375958,0.6358332360074581,0.40428390401171593,1.9359841883703366,0.5789158202492968,1.4888601853493302e-15,0.6358332360074581
5-7,5159,0.7069526097042373,0.5911382425257562,0.6383343194869213,0.40747070343483094,1.7290749178193114,0.626342647844925,-7.051713136444491e-16,0.6383343194869213
8-13,8084,0.617525695565041,0.621250968569857,0.6515409499660589,0.4245056094826745,1.630435048858833,0.6913240316744215,7.66993264216548e-16,0.6515409499660589
14-20,4958,0.5580444500631225,0.6541726655125522,0.648711923996825,0.4208271603356624,1.613650496685586,0.7356370671158358,7.588390048103531e-16,0.648711923996825
