empirical_mean_y0,empirical_mean_y5,empirical_mean_y10,empirical_mean_y20,simulated_mean_y0,simulated_mean_y5,simulated_mean_y10,simulated_mean_y20,empirical_median_y0,empirical_median_y5,empirical_median_y10,empirical_median_y20,simulated_median_y0,simulated_median_y5,simulated_median_y10,simulated_median_y20,simulated_y20_q95,simulated_y20_q99,simulated_y20_max,ks_year_max_stat,ks_year_max_p,ks_cum_y5_stat,ks_cum_y5_p
4.3046789420568725,7.7293193247281256,6.428625690650365,5.797863158935677,4.338453649120417,206.53042977872835,1358.891200686852,30865.99384101284,3.2254690051933212,6.352936743250421,4.6144047052993615,3.694654372707577,3.0240214021769387,5.448965343989366,3.7482568460867127,2.7606921952507144,8210.350378494288,220536.8023107978,108773752.53187025,0.12003043478260869,1.4625529035666789e-08,0.2730768115942029,5.5737678139445825e-43
