empirical_mean_y0,empirical_mean_y5,empirical_mean_y10,empirical_mean_y20,simulated_mean_y0,simulated_mean_y5,simulated_mean_y10,simulated_mean_y20,empirical_median_y0,empirical_median_y5,empirical_median_y10,empirical_median_y20,simulated_median_y0,simulated_median_y5,simulated_median_y10,simulated_median_y20,empirical_frac_zero_y0,empirical_frac_zero_y5,empirical_frac_zero_y10,empirical_frac_zero_y20,simulated_frac_zero_y0,simulated_frac_zero_y5,simulated_frac_zero_y10,simulated_frac_zero_y20,dropout_gamma_log1p_q,dropout_nll,p_init_active,alpha_q0_pos,lambda_q0_pos,alpha_restart,lambda_restart,restart_n,simulated_y20_q95,simulated_y20_q99,simulated_y20_max,ks_year_max_stat,ks_year_max_p,ks_cum_y5_stat,ks_cum_y5_p,ks_zero_count_stat,ks_zero_count_p
4.3046789420568725,7.7293193247281256,6.428625690650365,5.797863158935677,4.31050034711284,7.420140120875762,6.214139112205931,5.623988062541974,3.2254690051933212,6.352936743250421,4.6144047052993615,3.694654372707577,2.537689328950701,5.531314843454716,4.326305561476987,3.6049972846578955,0.2097631706138231,0.1137461572244181,0.14608512874408827,0.18181818181818182,0.20858,0.12754,0.15782,0.19114,1.1885530696134916,8604.20160042513,0.7902368293861769,5.4473276642909285,0.18357625272945072,4.299784306131943,0.23256980555371004,3061,18.333914497454696,34.030416522763666,170.92555785426848,0.0876849275362318,5.2646398186782074e-05,0.0506449275362319,0.05872322372882377,0.17259565217391307,3.2907178108004716e-18
